"FilingID","Miscellaneous"
694707,"SECTION 2.B. - THE RESPONSE SHOULD BE $NIL.  SECTION 7.B.(1) QUESTION 11 - THE GROSS ASSET VALUE IS NIL AS THE PARTNERSHIP HAS DISPOSED OF ITS REMAINING INVESTMENTS AND HAS FILED A NOTICE OF VOLUNTARY WINDING UP TO THE REGISTRAR OF PARTNERSHIPS IN THE CAYMAN ISLANDS. SECTION 7(B)(1) QUESTION 23(H) - THE REPORT WAS QUALIFIED BASED ON THE BASIS THAT THE PARTNERSHIP DOES NOT CONSOLIDATE INVESTMENTS SECURITIES WHERE IT HAS MAJORITY STAKE AS THE INVESTMENTS ARE ACQUIRED AND HELD EXCLUSIVELY WITH A VIEW TO ITS SUBSEQUENT DISPOSAL IN THE NEAR FUTURE. SECTION 7(B)(1) QUESTION (11) - THE FIGURES ARE UNAUDITED AND SUBJECT TO CHANGES. THE NUMBERS ARE ROUNDED TO THE NEAREST THOUSAND. THIS FORM ADV FILING BY SOUTHERN CAPITAL ADVISORS LIMITED (""THE FILING ADVISER"") IS A CONSOLIDATED FILING, WHICH SEEKS TO COVER THE ACTIVITIES OF THE GENERAL PARTNER AND ADVISOR ENTITIES OF THE PRIVATE FUND ADVISED BY THE FILING ADVISER. THE GENERAL PARTNER ENTITY INCLUDED IN SECTION 7.A OF SCHEDULE D IS A SPECIAL PURPOSE VEHICLE OF THE FILING ADVISER AND IS RELYING ON THE FILING OF THE FILING ADVISER."
697690,"SCHEDULE D SECTION 2.B.: THE AMOUNT OF ""PRIVATE FUND ASSETS"" MANAGED BY THE ADVISER IS $0."
715683,"THE APPLICANT, THE RELYING ADVISERS DISCLOSED IN SECTION 1.B HEREOF, AND ITS AFFILIATED FUND GENERAL PARTNER ENTITIES ARE TOGETHER MAKING A SINGLE EXEMPTION FILING IN RELIANCE ON APPLICABLE SEC GUIDANCE. EACH RELYING ADVISER AND FUND GENERAL PARTNER DISCLOSED HEREIN IS DEEMED TO BE EXEMPT FROM REGISTRATION WITH THE SEC AS AN INVESTMENT ADVISER IN RELIANCE ON SUCH GUIDANCE."
717286,"EACH OF MATRIX VI MANAGEMENT CO., L.L.C., MATRIX VII MANAGEMENT CO., L.L.C., MATRIX VIII US MANAGEMENT CO., L.L.C. AND MATRIX IX MANAGEMENT CO., L.L.C. IS THE GENERAL PARTNER OF ONE OR MORE OF THE PRIVATE FUNDS DESCRIBED IN SECTION 7.B(1) OF THIS SCHEDULE D, AND CONSTITUTES AN ""SPV"" AS DESCRIBED IN AMERICAN BAR ASSOCIATION BUSINESS LAW SECTION SEC NO-ACTION LETTER (JANUARY 18, 2012).  THE RESPONSES TO ITEM 7.B(1) OF THIS FORM USE INTERNAL DESIGNATIONS, INSTEAD OF NAMES, AS APPROPRIATE TO PRESERVE THE ANONYMITY OF REGISTRANT'S PRIVATE FUNDS AND THEIR RESPECTIVE GENERAL PARTNER (OR CORRESPONDING) ENTITIES.  NEITHER FUND E NOR FUND Y ARE SUBJECT TO AN ANNUAL AUDIT.  THE RESPONSES GIVEN IN SECTION 7.B(1)23(H) OF SCHEDULE D FOR EACH FUND HAVE BEEN PROVIDED SOLELY TO ENABLE THE FILING TO BE COMPLETED IN THE IARD SYSTEM AND SHOULD BE IGNORED."
714600,"DRAPER FISHER JURVETSON EPLANET PARTNERS LTD. AND ITS RELYING ADVISORS ARE TOGETHER FILING A SINGLE FORM ADV IN RELIANCE ON THE POSITION EXPRESSED IN THE NO-ACTION LETTER ISSUED TO THE AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION BY THE OFFICE OF INVESTMENT ADVISER REGULATION, DIVISION OF INVESTMENT MANAGEMENT, DATED JANUARY 18, 2012."
714610,"DFJ VINACAPITAL, LTD. AND ITS RELYING ADVISORS ARE TOGETHER FILING A SINGLE FORM ADV IN RELIANCE ON THE POSITION EXPRESSED IN THE NO-ACTION LETTER ISSUED TO THE AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION BY THE OFFICE OF INVESTMENT ADVISER REGULATION, DIVISION OF INVESTMENT MANAGEMENT, DATED JANUARY 18, 2012."
714607,"DFJ FRONTIER MANAGEMENT COMPANY, LLC AND ITS RELYING ADVISORS ARE TOGETHER FILING A SINGLE FORM ADV IN RELIANCE ON THE POSITION EXPRESSED IN THE NO-ACTION LETTER ISSUED TO THE AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION BY THE OFFICE OF INVESTMENT ADVISER REGULATION, DIVISION OF INVESTMENT MANAGEMENT, DATED JANUARY 18, 2012."
710110,"EACH GENERAL PARTNER ENTITY LISTED IN THIS FORM ADV, AND APPLE TREE VENTURE MANAGEMENT LLC, ARE UNDER THE COMMON CONTROL OF SETH L HARRISON."
721516,"THE FILING ADVISER, THE XANDER GROUP, INC., XANDER ADVISORS INDIA PVT. LTD., XANDER INVESTMENT MANAGEMENT II, LTD. AND XANDER INVESTMENT MANAGEMENT PTE. LTD. ARE FILING A SINGLE FORM ADV IN RELIANCE ON AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION, SEC NO-ACTION LETTER (JANUARY 18, 2012).  THE XANDER GROUP, INC., AS DESCRIBED IN SCHEDULE A, IS DIRECTLY OR INDIRECTLY THE SOLE OWNER OF THE FILING ADVISER AND OF EACH RELYING ADVISER.  EACH OF THE FOLLOWING NAMES IS INCLUDED AS RESPONSIVE TO SCHEDULE D, SECTION 1.B.: THE XANDER GROUP, INC.; XANDER ADVISORS INDIA PVT. LTD.; XANDER INVESTMENT MANAGEMENT II, LTD.; AND XANDER INVESTMENT MANAGEMENT PTE. LTD.  EACH OF THE ABOVE IS ORGANIZED OUTSIDE THE UNITED STATES AND COULD NOT BE ENTERED IN SCHEDULE D, SECTION 1.B. BECAUSE THE IARD SYSTEM WOULD NOT ACCEPT A NON-U.S. JURISDICTION.   FOR SECTION 7.A.10(B): THE COMPANY HAS BEEN GRANTED APPROVAL BY THE MONETARY AUTHORITY OF SINGAPORE FOR PROVIDING FUND MANAGEMENT SERVICES AND BEING EXEMPT UNDER THE SECURITIES AND FUTURES ACT FROM HOLDING A CAPITAL MARKETS LICENSE FOR SUCH ACTIVITY.  THE RESPONSES TO SECTION 7(B)(1) OF SCHEDULE D USE INTERNAL DESIGNATIONS, INSTEAD OF NAMES, AS APPROPRIATE TO PRESERVE THE ANONYMITY OF THE PRIVATE FUNDS AND THEIR RESPECTIVE GENERAL PARTNER (OR CORRESPONDING) ENTITIES."
700007,"1) For Item 1, the title of the Chief Compliance Officer and the additional regulatory contact person have changed. 2) There are amendments made in Section 7B on the gross asset value and the shareholder percentage pertaining to the types of beneficial owners for the 2 private funds (China Special Opportunities Fund III,LP and China Special Opportunities Fund LP. 3) For China Special Opportunities Fund LP, it has terminated the custodian and adminstrative services with Standard Chartered Bank HK."
720254,"PLEASE NOTE THAT 2S HOLDINGS LIMITED HAS AN OWNERSHIP CODE OF C IN RELATION TO SAMENA CAPITAL AND E IN RELATION TO SAMENA CAPITAL INVESTORS, THIS IS WHAT HAS BEEN LISTED."
704451,"PIVOT CAPITAL MANAGEMENT (MONACO) SAM (""APPLICANT"") IS A NON-US INVESTMENT ADVISOR TO THE FUND. PIVOT CAPITAL MANAGEMENT LIMITED (""PCM"") IS THE INVESTMENT MANAGER AND DISTRIBUTOR OF THE FUND. PCM HAS DELEGATED ITS INVESTMENT MANAGEMENT AND DISTRIBUTION SERVICES TO PIVOT CAPITAL MANAGEMENT (SINGAPORE) PTE LTD (""PCM SINGAPORE). PCM OWNS 100% OF PCM SINGAPORE. PCM SINGAPORE HAS APPOINTED THE APPLICANT TO PROVIDE DISCRETIONARY INVESTMENT ADVISORY/MANAGEMENT SERVICES TO THE FUND.  PCM SINGAPORE OWNS 100% OF APPLICANT. BOTH PCM AND PCM SINGAPORE OPERATE TOGETHER WITH THE APPLICANT IN THE COURSE OF THE APPLICANT'S INVESTMENT ADVISORY BUSINESS. BOTH PCM AND PCM SINGAPORE HAVE BEEN FULLY DISCLOSED IN THIS FORM IN SECTION 7A AND 7B. APPLICANT MANAGES NO ASSETS FROM A PLACE OF BUSINESS IN THE US. PCM SINGAPORE IS EXEMPT FROM REGISTRATION UNDER THE MONETARY AUTHORITY OF SINGAPORE (""MAS"")."
722882,"IN SECTION 7.A, WE NOTED STONEWORK PARTNERS GP, LLC (""GP"") AS A NON-INVESTMENT ADVISER AFFILIATE.  THE DISCLOSURES PROVIDED ON SCEHDULE A OF THIS FORM ADV RELATING TO OWNERSHIP ARE THE SAME FOR THE FILER, STONEWORK CAPITAL LLC, AND  THE GP, AND RESPONSES TO THE OTHER QUESTIONS IN THIS FORM ADV RELATE TO AND INCLUDE ALL INFORMATION CONCERNING THE GP (TO THE EXTENT THAT THE RESPONSES ARE RELEVANT TO THE GP).  TO CLARIFY OUR RESPONSE TO SECTION 7.B(1) QUESTION 23(H): THE PRIVATE FUND'S FINANCIAL STATEMENTS WERE AUDITED AND RECEIVED AN UNQUALIFIED OPINION FOR THE YEAR ENDED DECEMBER 2011.  THE PRIVATE FUND'S AUDIT FOR THE YEAR ENDED DECEMBER 2012 IS UNDERWAY AND EXPECTED TO BE UNQUALIFIED AND COMPLETED WITH 30 DAYS OF THE DATE HEREOF."
713192,"APPLICANT IS AN INVESTMENT ADVISER TO THE AJIA-LIGHTHORSE CHINA GROWTH MASTER FUND LIMITED (THE ""FUND""). LIGHTHORSE ASSET MANAGEMENT, INC. IS THE INVESTMENT MANAGER (""MANAGER"") TO THE FUND AS HAS DELEGATED CERTAIN DUTIES TO THE APPLICANT (SUCH AS MANAGEMENT OF THE INVESTMENTS) AS AN INVESTMENT ADVISER. APPLICANT AND THE MANAGER ARE 100% OWNED SUBSIDIARIES OF LIGHTHORSE ASSET MANAGEMENT, LTD.(""LAM"") (WHICH HAS BEEN DISCLOSED IN SECTION 7A, AND IN SCHEDULE A AND B, AS A DIRECT OWNER/SHAREHOLDER OF THE APPLICANT AND MANAGER). LAM IS 70% OWNED BY XIAOYANG KANG AND 30% OWNED BY MICHAEL LIU, AS DISCLOSED IN SCHEDULE B. IN ADDITION, AN UNAFFILIATED THIRD-PARTY INVESTMENT ADVISER, AJIA PARTNERS ASSET MANAGEMENT, INC. (""APAM"") HAS ALSO BEEN APPOINTED BY THE MANAGER AS AN INVESTMENT ADVISER AND CERTAIN DUTIES, SUCH AS OPERATIONS, COMPLIANCE, INVESTOR RELATIONS, DISTRIBUTION, HAVE BEEN DELEGATED TO APAM. APAM HAS IN TURN APPOINTED AJIA PARTNERS ASSET MANAGEMENT (HK) LIMITED AS THE SUB-INVESTMENT ADVISER (""SUB-INVESTMENT ADVISOR"") TO CARRY OUT DUTIES SUCH AS OPERATIONS, COMPLIANCE, INVESTOR RELATIONS AND DISTRIBUTION. AJIA PARTNERS ASSET MANAGEMENT, INC. HAS DELEGATED ITS MARKETING DUTIES AND RESPONSIBILITIES TO AJIA PARTNERS ASSET MANAGEMENT (HONG KONG), THE ENTITY DISCLOSED VIA CRD # IN ITEM 28 OF SECTION 7B RELATING TO MARKETING OF THE FUND. APPLICANT HAS ALSO ENTERED INTO A TRADING MANAGING AGREEMENT WITH AN SEC REGISTERED INVESTMENT ADVISER WHO ITSELF ACTS AS INVESTMENT MANAGER FOR NUMEROUS NON-US SEPARATE FUNDED BERMUDA UNIT TRUSTS. PURSUANT TO A WRITTEN AGREEMENT WITH THE REGISTERED INVESTMENT ADVISER OF EACH SINGLE MANAGER UNIT TRUST, TRADING DISCRETION FOR SUCH TRUST HAS BEEN DELEGATED TO APPLICANT, ALTHOUGH THE REGISTERED INVESTMENT ADVISER RETAINS THE RIGHT TO MAKE TRADING DECISIONS AND TO REMOVE THE APPLICANT AS THE A TRADING MANAGER. This Unit Trust has been dormant."
722734,"THE APPLICANT, THE RELYING ADVISER DISCLOSED IN SECTION 1.B HEREOF AND ITS AFFILIATED FUND GENERAL PARTNER ENTITIES ARE TOGETHER MAKING A SINGLE EXEMPTION FILING IN RELIANCE ON APPLICABLE SEC GUIDANCE.  EACH RELYING ADVISER AND FUND GENERAL PARTNER DISCLOSED HEREIN IS DEEMED TO BE EXEMPT FROM REGISTRATION WITH THE SEC AS AN INVESTMENT ADVISER IN RELIANCE ON SUCH GUIDANCE.   THE APPLICANT HAS NO PLACE OF BUSINESS IN THE UNITED STATES AND, ACCORDINGLY, DOES NOT MANAGE ANY PRIVATE FUND ASSETS AT A PLACE OF BUSINESS IN THE UNITED STATES.  HOWEVER, DUE TO TECHNICAL LIMITATIONS IMPOSED BY FORM ADV, THE APPLICANT HAS LISTED $1 IN SECTION 2.B OF SCHEDULE D RATHER THAN $0."
721305,"KARMA FUND, LP, AND KARMA OFFSHORE FUND, LTD. ARE FEEDER FUNDS TO KARMA MASTER FUND, LP.  KARMA MASTER FUND INVESTS THE MAJORITY OF ITS ASSETS OUTSIDE THE UNITED STATES THROUGH TARRA FUND, A MAURITIUS REGISTERED COMPANY. THE APPLICANT PROVIDES INVESTMENT ADVISORY SERVICES TO THESE FOUR PRIVATE FUND CLIENTS.  KARMA CAPITAL GP, LLC, AN AFFILIATE OF THE APPLICANT, IS GENERAL PARTNER OF KARMA FUND, LP.  KARMA OFFSHORE FUND, LTD, AND KARMA CAPITAL MANAGEMENT, LLC, ACT AS GENERAL PARTNER OF KARMA MASTER FUND, LP."
714644,"Asia Investment Partners (""Manager"") is the investment manager to the ARCM Master Fund and its feeder funds and has delegated certain of its functions, duties, powers and discretions (""Asset Management Services"") to Asia Research & Capital Management Ltd (""Applicant"") as the investment advisor pursuant to the terms of the investment advisory agreement. Applicant and Manager act as one in the course of the applicant's investment advisory business and the Manager has been fully disclosed in sections 7.A, 7.B and in schedule A. The Applicant manages no money from a place of business in the US. The Manager filed for exemptions as a commodity pool operator under the CFTC."
714034,"SCHEDULE D, SECTION 7.B.(1), QUESTIONS 13-16 (FOR BOTH PRIVATE FUNDS):  DUE TO THE OWNERSHIP STRUCTURE THROUGH WHICH THE UNDERLYING INVESTORS MAY INVEST, FOR EXAMPLE, THROUGH OMNIBUS ACCOUNTS AT CUSTODIAL LEVEL AND THROUGH OTHER VEHICLES, IT IS NOT POSSIBLE TO BE CERTAIN OF THE IDENTITY OF THE BENEFICIAL OWNERS.  WE HAVE, THEREFORE, BASED THE ANSWERS ON THE REGISTERED OWNERS OF THE PRIVATE FUNDS--WHO CAN BE DETERMINED WITH CERTAINTY.  TO MAKE ANY ATTEMPT AT DETERMINING BENEFICIAL OWNERS WOULD BE MISLEADING.  SCHEDULE D, SECTION 7.B.(1), QUESTION 16 (FOR BOTH PRIVATE FUNDS):  IN ORDER TO DETERMINE NON-UNITED STATES PERSONS WE HAVE LOOKED TO THE APPLICATION FORMS APPLICABLE FOR NON-U.S. PERSONS IN THE FEEDER FUND INTO WHICH BOTH U.S. AND NON-U.S. PERSONS WOULD INVEST."
718971,"SCHEDULE D, SECTION 7.A, QUESTION 12 FOR EACH OF CHEETAH INVESTMENT MANAGEMENT (BVI) LIMITED, CIM ADVISORS LIMITED, PEDDER STREET ASIA LIMITED and PEDDER STREET CAPITAL LIMITED - ALTHOUGH CHEETAH INVESTMENT MANAGEMENT LIMITED (""CIML"") ANSWERED THIS QUESTION 'NO' FOR EACH RELATED PERSON SPECIFIED ABOVE, SUCH RELATED PERSONS DO MAINTAIN RECORDS AT CIML'S PRIMARY PLACE OF BUSINESS."
721370,"THE PRIVATE FUND LISTED IN ITEM 7.B AND HEREIN HAVE BEEN REPORTED ON A CODED BASIS PURSUANT TO INSTRUCTIONS TO THIS FORM ADV"
716222,"FOR PURPOSES OF SECTION 2.B. WE HAVE NO PRIVATE FUND ASSETS UNDER MANAGEMENT IN THE UNITED STATES"
707632,"CHINA CONSUMER CAPITAL FUND, L.P. IS ADVISED SOLELY BY CHINA CONSUMER MANAGEMENT LIMITED, WHO IS REPORTING INFORMATION ABOUT ITSELF AND ITS BUSINESS AND CERTAIN OF ITS CLIENTS ON THE FORM ADV OF CHINA CONSUMER MANAGEMENT II LIMITED IN RELIANCE ON PUBLISHED SEC GUIDANCE.  IN SECTION 1.B., FOR CHINA CONSUMER MANAGEMENT LIMITED, WE CHECKED ""AL"" AS ITS JURISDICTION.  THAT IS BECAUSE THE FORM WOULD NOT BE SUBMITTED UNLESS AT LEAST ONE BOX WAS CHECKED BUT THAT CHINA CONSUMER MANAGEMENT LIMITED'S OFFICES ARE OUTSIDE THE U.S."
704532,"HERKULES PRIVATE EQUITY II (GP-II) LIMITED IS SUBMITTING THIS SINGLE FORM ADV FILING IN RESPECT OF INVESTMENT ADVICE PROVIDED TO HERKULES PRIVATE EQUITY II (JERSEY-II) L.P. BECAUSE IT IS EXCLUSIVELY RESPONSIBLE FOR THE MANAGEMENT OF THE FUND.  PLEASE BE AWARE THAT HERKULES PRIVATE EQUITY II (GP-II) LIMITED HAS APPOINTED HERKULES CAPITAL I AS TO ACT AS ITS AGENT IN NORWAY HOWEVER HERKULES CAPITAL I AS DOES NOT SUPPLY ANY PORTFOLIO MANAGEMENT SERVICES TO HERKULES PRIVATE EQUITY II (JERSEY-II) L.P. AND THEREFORE HAS NOT BEEN INCLUDED IN THIS FORM.  ADDITIONAL INFORMATION CONCERNING HERKULES CAPITAL I AS WILL BE PROVIDED TO THE SEC UPON REQUEST.       SECTION 2B REQUIRES THE AMOUNT OF PRIVATE FUND ASSETS THAT ARE MANAGED, WHICH IS ""NIL"".  THE FORM DOES NOT ALLOW ""NIL"" TO BE SAVED AND THEREFORE PER THE ADVICE FROM THE HELPDESK, WE HAVE ENTERED ""1"" TO ALLOW THE FORM TO BE SUBMITTED"
721317,"EXPEDITION ADVISORS LIMITED IS A HONG KONG DOMICILED ADVISOR TO THE CAYMAN DOMICILED EXPEDITION FUND LIMITED (FEEDER FUND)AND ITS MASTER FUND, EXPEDITION MASTER FUND LIMITED.  EXPEDITION ADVISORS LIMITED IS REGULATED BY THE SECURITIES AND FUTURES COMMISSION (SFC) THE HONG KONG REGULATOR OF THE SECURITIES INDUSTRY.  EXPEDITION ADVISORS (OFFSHORE) LIMITED IS THE CAYMAN ISLANDS DOMICILED MANAGER TO EXPEDITION FUND LIMITED AND EXPEDITION MASTER FUND LIMITED.  EXPEDITION ADVISORS (OFFSHORE) LIMITED IS THE 100% OWNER OF EXPEDITION ADVISORS LIMITED, AND   CRAIG KENDELL JAMES IS THE 100% OWNER OF EXPEDITION ADVISORS (OFFSHORE) LIMITED."
705711,"HERKULES PRIVATE EQUITY III (GP-II) LIMITED IS SUBMITTING THIS SINGLE FORM ADV FILING IN RESPECT OF INVESTMENT ADVICE PROVIDED TO HERKULES PRIVATE EQUITY III (JERSEY-II) L.P. BECAUSE IT IS EXCLUSIVELY RESPONSIBLE FOR THE MANAGEMENT OF THE FUND.  PLEASE BE AWARE THAT HERKULES PRIVATE EQUITY III (GP-II) LIMITED HAS APPOINTED HERKULES CAPITAL AS TO ACT AS ITS AGENT IN NORWAY HOWEVER HERKULES CAPITAL AS DOES NOT SUPPLY ANY PORTFOLIO MANAGEMENT SERVICES TO HERKULES PRIVATE EQUITY III (JERSEY-II) L.P. AND THEREFORE HAS NOT BEEN INCLUDED IN THIS FORM.  ADDITIONAL INFORMATION CONCERNING HERKULES CAPITAL AS WILL BE PROVIDED TO THE SEC UPON REQUEST.     SECTION 2B REQUIRES THE AMOUNT OF PRIVATE FUND ASSETS THAT ARE MANAGED, WHICH IS ""NIL"".  THE FORM DOES NOT ALLOW ""NIL"" TO BE SAVED AND THEREFORE PER THE ADVICE FROM THE HELPDESK, WE HAVE ENTERED ""1"" TO ALLOW THE FORM TO BE SUBMITTED"
714633,"SHUNWEI CAPITAL PARTNERS ADVISOR LIMITED AND EACH OF ITS RELATED PERSONS THAT IS, OR IS DEEMED TO BE, AN INVESTMENT ADVISER AND IS EXEMPT FROM REGISTRATION IN RELIANCE UPON THE PRIVATE FUND ADVISER EXEMPTION (EACH, A RELYING ADVISER) ARE TOGETHER FILING A SINGLE FORM ADV. SHUNWEI CAPITAL PARTNERS ADVISOR (HK) LIMITED IS CONTROLLED BY SHUNWEI CAPITAL PARTNERS ADVISOR LIMITED.  ALL MEMBERS OF SHUNWEI CAPITAL PARTNERS ADVISOR LIMITED LISTED UNDER SCHEDULE A ARE INDIRECT OWNERS OF SHUNWEI CAPITAL PARTNERS ADVISOR (HK) LIMITED."
692160,"FOR HV HOLTZBRINCK VENTURES FUND IV LP: WITH RESPECT TO SECTION 7.B. (1): NO.11: GROSS NET ASSET VALUE AS OF DECEMBER 31 2012 IS 503,141,996 EUR (EXCHANGE RATE AS OF DECEMBER 31 2012 IS 1.3194)  WITH RESPECT TO SECTION 7.B.(1) NO. 12: 81,593,833 EUR (EXCHANGE RATE AS OF DECEMBER 31 2012 IS 1.3194) WITH RESPECT TO ITEM 2 SEC SECTION 2.B.: THE AMOUNT OF ASSETS MANAGED IN THE U.S. IS $ 0.   HV HOLTZBRINCK VENTURES FUND V GMBH & CO. KG: WITH RESPECT TO SECTION 7.B. (1): NO.11: GROSS NET ASSET VALUE AS OF DECEMBER 31 2012 IS 22,862,690 EUR (EXCHANGE RATE AS OF DECEMBER 31 2012 IS 1.3194)  WITH RESPECT TO SECTION 7.B.(1) NO. 12: 5,000,000 EUR (EXCHANGE RATE AS OF DECEMBER 31 2012 IS 1.3194) WITH RESPECT TO ITEM 2 SEC SECTION 2.B.: THE AMOUNT OF ASSETS MANAGED IN THE U.S. IS $ 0.   HV HOLTZBRINCK VENTURES FUND V FEEDER LIMITED: WITH RESPECT TO SECTION 7.B. (1): NO.11: GROSS NET ASSET VALUE AS OF DECEMBER 31 2012 IS 22,862,690 EUR (EXCHANGE RATE AS OF DECEMBER 31 2012 IS 1.3194) THIS IS A PRELIMINARY FIGURE WITH RESPECT TO SECTION 7.B.(1) NO. 12: 1,500,000 EUR (EXCHANGE RATE AS OF DECEMBER 31 2012 IS 1.3194)  WITH RESPECT TO ITEM 2 SEC SECTION 2.B.: THE AMOUNT OF ASSETS MANAGED IN THE U.S. IS $ 0."
698732,"CERTAIN OF THE PRIVATE FUNDS DISCLOSED IN THIS FORM ADV (COLLECTIVELY, ""CRV FUNDS"") MAY UTILIZE ONE OR MORE ALTERNATIVE INVESTMENT VEHICLES AND/OR OTHER TYPES OF SPECIAL PURPOSE VEHICLES (COLLECTIVELY, ""SPVS"") FOR THE PURPOSE OF: (I) ADDRESSING TAX, REGULATORY AND/OR STRUCTURAL ISSUES AND (II) FACILITATING CERTAIN INVESTMENTS BY SUCH CRV FUNDS AND/OR CERTAIN INVESTORS IN SUCH CRV FUNDS.  TO AVOID ANY PERCEIVED DUPLICATION OF ASSETS, THE ASSETS OF ANY SPVS ARE INCLUDED IN THE VALUE OF TOTAL ASSETS OF THE APPLICABLE CRV FUNDS TO WHICH SUCH SPVS RELATE. ADDITIONALLY, THE INFORMATION PROVIDE IN SECTION 7.B. OF SCHEDULE D WITH RESPECT TO A CRV FUND IS, TO THE EXTENT RELEVANT, GENERALLY APPLICABLE WITH RESPECT TO ITS RELATED SPVS (IF ANY).  CONSEQUENTLY, THE SPVS HAVE NOT BEEN IDENTIFIED SEPARATELY IN SECTION 7.B. OF SCHEDULE D."
713191,"IN REFERENCE TO SCHEDULE D, SECTION 7.B.(1)A.22. THE ENTIRE FORM D FILE NUMBER FOR MARATHON PARTNERS LP IS 021-87188-6F.  THE ENTIRE FORM D FILE NUMBER FOR MARATHON FOCUS FUND L.P. IS 021-70043-04044520. THE ENTIRE FORM D FILE NUMBER FOR MARATHON PARTNERS RBX FUND II, L.P. IS 021-182630-121027882."
713484,"ANSWER TO SECTION 2.B. PRIVATE FUND ASSETS THE ANSWER IS $0 AS PATRON CAPITAL ADVISERS LLP HAS NO PLACE OF BUSINESS IN THE UNITED STATES BUT THE ANSWER FIELD WILL NOT ACCEPT $0 AS AN ANSWER. AS ADVISED BY THE OFFICE OF INVESTMENT ADVISER REGULATION AND IN ORDER TO SUBMIT THIS FORM WE HAVE INSERTED THE ANSWER OF $1.  PLEASE COULD YOU ALSO SEND ANY CORRESPONDENCE TO THE COMPLIANCE OFFICER AND TO THE ADDITIONAL REGULATORY PERSON, ANDREA KENDALL LANGFORD."
695235,"SECTION 2.B. - THE RESPONSE SHOULD BE $NIL.  SECTION 7(B)(1) QUESTION 23(H) - THE REPORT WAS QUALIFIED BASED ON THE BASIS THAT THE PARTNERSHIP DOES NOT CONSOLIDATE INVESTMENTS SECURITIES WHERE IT HAS MAJORITY STAKE AS THE INVESTMENTS ARE ACQUIRED AND HELD EXCLUSIVELY WITH A VIEW TO ITS SUBSEQUENT DISPOSAL IN THE NEAR FUTURE. SECTION 7(B)(1) QUESTION (11) - THE FIGURES ARE UNAUDITED AND SUBJECT TO CHANGES. THE NUMBERS ARE ROUNDED TO THE NEAREST THOUSAND.  THIS FORM ADV FILING BY SOUTHERN CAPITAL ADVISORS II LIMITED (""THE FILING ADVISER"") IS A CONSOLIDATED FILING, WHICH SEEKS TO COVER THE ACTIVITIES OF THE GENERAL PARTNER AND ADVISOR ENTITIES OF THE PRIVATE FUND ADVISED BY THE FILING ADVISER. THE GENERAL PARTNER ENTITY INCLUDED IN SECTION 7.A OF SCHEDULE D IS A SPECIAL PURPOSE VEHICLE OF THE FILING ADVISER AND IS RELYING ON THE FILING OF THE FILING ADVISER."
699250,"WITH RESPECT TO ITEM 2.B, THE AMOUNT OF PRIVATE FUND ASSETS MANAGED IN THE US IS $0."
717144,"SECTION 2.B. - THE RESPONSE SHOULD BE $NIL.  THIS FORM ADV FILING BY SOUTHERN CAPITAL GROUP PRIVATE LIMITED (""THE FILING ADVISER"") IS A CONSOLIDATED FILING, WHICH SEEKS TO COVER THE ACTIVITIES OF THE GENERAL PARTNER AND ADVISOR ENTITIES OF THE PRIVATE FUND ADVISED BY THE FILING ADVISER. THE GENERAL PARTNER ENTITY INCLUDED IN SECTION 7.A OF SCHEDULE D IS A SPECIAL PURPOSE VEHICLE OF THE FILING ADVISER AND IS RELYING ON THE FILING OF THE FILING ADVISER."
