"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1053988,"MUFG FUND SERVICES (IRELAND) LIMITED","ORMONDE HOUSE","12/13 LOWER LEESON STREET","DUBLIN 2","","Ireland","","N","+353 1 647 050","","A third-party unaffiliated record keeper","THIS IS THE ADDRESS OF THE FUND ADMINISTRATOR THAT WILL HOLD BOOKS AND RECORDS RELATING TO THE ADMINISTRATION OF THE FUND"
1058379,"BORDEN GERVAIS LADNER","1200 WATERFRONT CENTRE","200 BURRARD STREET","VANCOUVER","","Canada","V7X 1T2","N","604-687-5744","604-687-5744","A third-party unaffiliated record keeper","MAINTAINS CORPORATE RECORDS, SHARE REGISTER"
1037966,"JABRE CAPITAL PARTNERS SA","1 RUE DES MOULINS","","GENEVA","","Switzerland","1204","N","225562200","225562200","One of your branch offices or affiliates","LOCATION OF PORTFOLIO MANAGEMENT SYSTEM"
1049398,"LLOYDS  BANK PLC","10 GRESHAM STREET","","LONDON","","United Kingdom","EC2V 7AE","N","02076261500","","One of your branch offices or affiliates","ALL BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER BUSINESS ARE MAINTAINED AT 10 GRESHAM STREET"
1056592,"MORGAN STANLEY FUND SERVICES (BERMUDA) LTD.","THE OBSERVATORY","7-11 SIR JOHN ROGERSON'S QUAY","DUBLIN","","Ireland","2","N","353 1 799 870","","A third-party unaffiliated record keeper","MSFS SERVES AS A THIRD-PARTY ADMINISTRATOR FOR PRIVATE INVESTMENT FUNDS MANAGED BY APPLICANT AND MAINTAINS CERTAIN FINANCIAL BOOKS AND RECORDS OF SUCH FUNDS AND DOCUMENTATION AND CORRESPONDENCE WITH INVESTORS IN SUCH FUNDS."
1055330,"INFRASTRUCTURE CAPITAL GROUP LIMITED","LEVEL 38, 120 COLLINS ST","","MELBOURNE, VIC","","Australia","3000","N","61 3 8680 3500","61 3 8680 3555","One of your branch offices or affiliates","STATUTORY RECORDS (I.E., REGISTER OF OFFICEHOLDERS, SHAREHOLDERS, BOARD PAPERS AND MINUTES)"
1056592,"MORGAN STANLEY FUND SERVICES USA LLC","2000 WESTCHESTER AVENUE","","PURCHASE","NY","United States","10577","N","914-225-8885","914-750-0295","A third-party unaffiliated record keeper","MSFS SERVES AS A THIRD-PARTY ADMINISTRATOR FOR PRIVATE INVESTMENT FUNDS MANAGED BY APPLICANT AND MAINTAINS CERTAIN FINANCIAL BOOKS AND RECORDS OF SUCH FUNDS AND DOCUMENTATION AND CORRESPONDENCE WITH INVESTORS IN SUCH FUNDS."
1040903,"MAPLES CORPORATE SERVICES LIMITED","PO BOX 309, UGLAND HOUSE","","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","+1 345 949 806","+1 345 949 808","A third-party unaffiliated record keeper","CORPORATE RECORDS"
1040903,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY, 2ND FLOOR","PO BOX 31106","CAMANA BAY, GRAND CAYMAN","","Cayman Islands","KY1-1205","N","+65 6571 1000","+65 6571 1032","A third-party unaffiliated record keeper","THE ADMINISTRATOR PROVIDES A RANGE OF SERVICES, INCLUDING MAINTAINING THE REGISTER OF SHAREHOLDERS OF THE FUND, RECEIVING AND PROCESSING SUBSCRIPTION AND REDEMPTION AGREEMENTS OR APPLICATIONS, SUBMITTING TO SHAREHOLDERS A STATEMENT OF THEIR HOLDINGS IN THE FUND UPON REQUEST, CALCULATION OF NET ASSET VALUE, MAINTENANCE OF ACCOUNTING REPORTS, PREPARATION OF FINANCIAL STATEMENTS FOR AUDIT PURPOSES AND LIAISON WITH AUDITORS."
1043069,"RESIDENCE OF KENNETH CHAN","1650 JACKSON STREET","#601","SAN FRANCISCO","CA","United States","94109","Y","415.518.9154","","Other","WEEKLY BACKUPS OF BOOKS AND RECORDS KEPT IN THE PRINCIPAL PLACE OF BUSINESS."
1044529,"MILES ALEXANDER","16 BURNETT ROAD","","MENDHAM","NJ","United States","07945","Y","908-879-4852","","One of your branch offices or affiliates","ALL ACCOUNTING, TAX, INSURANCE AND BANKING BOOKS AND RECORDS"
1054845,"ELIAN FUND SERVICES (JERSEY) LIMITED","44 ESPLANADE","","ST HELIER","","Jersey","JE4 9WG","N","441534504000","441534504444","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATED TO  ADP I GP LIMITED AND ADP I LP."
1054845,"INTERNATIONAL FINANCIAL SERVICES LIMITED","IFS COURT, BANK STREET","TWENTYEIGHT, CYBERCITY","EBENE","","Mauritius","72201","N","2304673000","2304674000","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATED TO DPI MNANAGEMENT LTD AND AFRICAN DEVELOPMENT PARTNERS I LLC."
1054845,"AUGENTIUS (GUERNSEY) LIMITED","GROUND FLOOR, CAMBRIDGE HOUSE","LE TRUCHOT","ST PETER PORT","","Guernsey","GY1 4BF","N","441481734300","441481734301","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATED TO ADP II GP LIMITED AND AFRICAN DEVELOPMENT PARTNERS II L.P."
1055631,"ACCORD CORPORATE SERVICES PTE LTD","11 COLLYER QUAY #06-06","ARCARD, THE","SINGAPORE","","Singapore","049317","N","+65 62208284","","A third-party unaffiliated record keeper","STATUTORY RECORDS TO BE MAINTAINED SO AS TO COMPLY WITH THE SINGAPORE COMPANIES ACT AND ACCOUNTABLE TO THE ACCOUNTING AND CORPORATE REGULATORY. AUTHORITY (ACRA)"
1042063,"CITCO FUND ADMINISTRATION (CAYMAN)","89 NEXUS WAY, 2ND FLOOR","CAMANA BAY P.O. BOX 31106","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","13459493877","13459493877","A third-party unaffiliated record keeper","CITCO ACTS AS OUR ADMINISTRATOR KEEPING THE FUNDS BOOKS & RECORDS AND SUBSCRIPTION DOCS."
1045515,"BARING NORTH AMERICA LLC","INDEPENDENCE WHARF","470 ATLANTIC AVENUE","BOSTON","MA","United States","02210","N","617-946-5200","","One of your branch offices or affiliates","BARING NORTH AMERICA LLC MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO A FEW CLIENTS OF BARING ASSET MANAGEMENT LIMITED."
1045515,"RESTORE PLC","8 BEAM REACH","COLDHARBOUR LANE","RAINHAM ESSEX","","United Kingdom","RM13 9YB","N","01708 527 600","01708 527651","A third-party unaffiliated record keeper","RESTORE PLC IS USED TO RETAIN CERTAIN BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE KEPT ON-SITE.  SUCH BOOKS AND RECORDS ARE ARCHIVED AT RESTORE PLC."
1045515,"INSTITUTIONAL SHAREHOLDER SERVICES","702 KING FARM BOULEVARD","SUITE 400","ROCKVILLE","MD","United States","20850-4045","N","405.366.5101","405.366.5050","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATING TO APPLICANT'S PROXY VOTING ACTIVITIES ARE MAINTAINED BY INSTITUTIONAL SHAREHOLDER SERVICES"
1045515,"BARING ASSET MANAGEMENT (ASIA) LIMITED","19/F EDINBURGH TOWER, 15 QUEEN'S ROAD","THE LANDMARK","HONG KONG","","China","","N","852-2841-1411","852-2845-9050","One of your branch offices or affiliates","BARING ASSET MANAGEMENT (ASIA) LIMITED MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO CERTAIN TRADE ACTIVITY UNDERTAKEN."
1054600,"IRON MOUNTAIN UK","GATE 1 DOCKLANDS DATA CENTRE","LEVEN ROAD POPLAR","LONDON","","United Kingdom","E14 0LL","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054600,"IRON MOUNTAIN","175 BEARFOOT ROAD","","NORTHBOROUGH","MA","United States","01532","N","888-800-1552","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054600,"INFOSHRED LLC","3 CRAFTSMAN ROAD","","EAST WINDSOR","CT","United States","06088","N","978-671-6400","","A third-party unaffiliated record keeper","THIS LOCATION IS USED TO STORE CERTAIN BOOKS AND RECORDS. IT IS ALSO USED AS AN OFF-SITE DEPOSITARY FOR ELECTRONIC BACK-UPS OF COMPANY DATA FOR DISASTER RECOVERY PURPOSES."
1054600,"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","1295 MAIN STREET","","SPRINGFIELD","MA","United States","01111","N","413-788-8411","413-744-6338","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS IN RELATION TO ACTIVITIES CARRIED OUT BY THE FIRM, INCLUDING THOSE RELATING TO THE FIRM'S INVESTMENT ADVISORY BUSINESS."
1054600,"IRON MOUNTAIN UK","24-26 GILLENDER STREET","","LONDON","","United Kingdom","E3 3LB","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054600,"IRON MOUNTAIN UK","NORMAN ROAD","","KENT","","United Kingdom","DA17 6JY","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054600,"IRON MOUNTAIN UK","CODY 1 & 2","UNIT 2A CODY ROAD","LONDON","","United Kingdom","E16 4TG","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054600,"IRON MOUNTAIN UK","CODY 3 & 4, UNIT 8 SOUTH CRESCENT","CODY ROAD","LONDON","","United Kingdom","E16 4SR","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054600,"BABSON CAPITAL MANAGEMENT LLC","1500 MAIN STREET","P.O. BOX 15189","SPRINGFIELD","MA","United States","01115-5189","N","413-226-1000","713-226-2688","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS IN RELATION TO ACTIVITIES CARRIED OUT BY THE FIRM, INCLUDING THOSE RELATING TO THE FIRM'S INVESTMENT ADVISORY BUSINESS."
1043951,"CORNERSTONE FUND SERVICES","2795 E. COTTONWOOOD PKWY","STE 610","SALT LAKE CITY","UT","United States","84121","N","801-326-6372","","A third-party unaffiliated record keeper","FINANCIAL RECORDS"
1046113,"OMERS ADMINISTRATION CORPORATION","ONE UNIVERSITY AVE. 16TH FLOOR","","TORONTO, ONTARIO","","Canada","M5J 2P1","N","416-369-2400","416-369-1174","One of your branch offices or affiliates","MINUTE BOOKS AND FINANCIAL RECORDS"
1043201,"TRINITY FUND ADMINISTRATION LIMITED","OYSTER POINT","TEMPLE ROAD, BLACKROCK","DUBLIN","","Ireland","","N","35312799660","35312799650","A third-party unaffiliated record keeper","CERTAIN FUND RELATED RECORDS."
1047667,"CYNTHIA POIRIER","207 WEST HILL RD","","PLAINFIELD","MA","United States","01070","N","4136345040","NONE","One of your branch offices or affiliates","BOOKS AND RECORDS OF REGISTRANT."
1049093,"DATASAFE NEWARK RECORD CENTER","37580 FILBERT STREET","","NEWARK","CA","United States","94560","N","510-713-3500","","A third-party unaffiliated record keeper","HISTORICAL RECORDS"
1049093,"DATASAFE SACRAMENTO RECORD CENTER","8151 FRUITRIDGE ROAD","","SACRAMENTO","CA","United States","95826","N","916-379-9470","","A third-party unaffiliated record keeper","HISTORICAL RECORDS"
1045322,"OPUS FUND SERVICES","500 E. DIEHL ROAD","SUITE 100","NAPERVILLE","IL","United States","60563","N","(312) 256-9974","","A third-party unaffiliated record keeper","GENERAL BOOKS AND RECORDS"
1043923,"MONEDA S.A. AGF","ISIDORA GOYENECHEA  3621, PISO 8","LAS CONDES","SANTIAGO","","Chile","7550110","N","+56223377900","+5622337799","One of your branch offices or affiliates","LEGAL INFORMATION, FOUNDATIONAL DOCUMENTS, ACCOUNTING DATA AMONG OTHERS."
1043923,"MUFJ FUND SERVICES (CAYMAN) LIMITED","STRATHVALE HOUSE, 2ND FLOOR","90 NORTH CHURCH STREET, P.O. BOX 609,GEORGE TOWN","GRAND CAYMAN","","Cayman Islands","KY1-1107","N","+13457457600","+13457457690","A third-party unaffiliated record keeper","SUBSCRIPTION DOCUMENTS, AML RECORDS, NAV CALCULATIONS, SHAREHOLDER REGISTAR OF THE INVESTMENT FUNDS ADVISED BY THE INVESTMENT MANAGER."
1049673,"GORDIAN COMPLIANCE SOLUTIONS, LLC","235 MONTGOMERY STREET","SUITE 1120","SAN FRANCISCO","CA","United States","94104","N","415-466-8005","415-970-5062","A third-party unaffiliated record keeper","RECORDS RELATING TO THE FIRM'S REGULATORY FILINGS AND OTHER COMPLIANCE FILES."
1046747,"ATLAS FUND SERVICES","ARA HILL TOP BUILDING","PLETTERIJWEG OOST 1","WILLEMSTAD","","Curacao","","N","(5999)845-3200","","A third-party unaffiliated record keeper","FUND ADMINISTRATOR: CERTAIN BOOKS AND RECORDS RELATING TO HEDGE FUNDS."
1042297,"CENTAUR FUND SERVICES LIMITED","2ND FLOOR, 2 CUSTOM HOUSE PLAZA IFSC","","DUBLIN","","Ireland","DUBLIN 2","N","+353 1 899 240","+353 1 899 249","A third-party unaffiliated record keeper","POOLED INVESTMENT VEHICLES ADMINISTRATIVE AND ACCOUNTING RECORDS INCLUDING SUBSCRIPTION AND INVESTOR FILES FOR OFFSHORE POOLED INVESTMENT VEHICLES, COPIES OF WHICH WILL BE MADE AVAILABLE PROMPTLY UPON REQUEST OF THE APPLICANT IN RESPONSE TO ANY REQUEST BY THE STAFF OF THE SECURITIES AND EXCHANGE COMMISSION."
1046037,"FUNDPARTNERS SOLUTIONS (EUROPE) SA","15 AVENUE JOHN F. KENNEDY","","LUXEMBOURG","","Luxembourg","L-1855","N","+352 46 71 71-","+352 22 02 29","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATED TO THE FUNDS MANAGED BY QUAERO"
1052182,"SAFEGUARD DATA STORAGE","2843 CULLEN STREET","","FORT WORTH","TX","United States","76107","N","817-665-0802","817-332-6502","A third-party unaffiliated record keeper","OFFSITE STORAGE FOR PHYSICAL FILES AND COMPUTER TAPE BACKUPS."
1052182,"STRAIT CAPITAL COMPANY, LTD","8201 PRESTON ROAD","SUITE 460","DALLAS","TX","United States","75225","N","214-393-2950","","A third-party unaffiliated record keeper","DUPLICATE COPIES OF FUND DOCUMENTS, INCLUDING SUBSCRIPTION DOCUMENTS AND FUND ACCOUNTS AND VALUE."
1054884,"IRON MOUNTAIN","175 BEARFOOT ROAD","","NORTHBOROUGH","MA","United States","01532","N","888-800-1552","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054884,"IRON MOUNTAIN UK","GATE 1 DOCKLANDS DATA CENTRE","LEVEN ROAD POPLAR","LONDON","","United Kingdom","E14 0LL","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054884,"INFOSHRED LLC","3 CRAFTSMAN ROAD","","EAST WINDSOR","CT","United States","06088","N","978-671-6400","","A third-party unaffiliated record keeper","THIS LOCATION IS USED TO STORE CERTAIN BOOKS AND RECORDS. IT IS ALSO USED AS AN OFF-SITE DEPOSITARY FOR ELECTRONIC BACK-UPS OF COMPANY DATA FOR DISASTER RECOVERY PURPOSES."
1054884,"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","1295 MAIN STREET","","SPRINGFIELD","MA","United States","01111","N","413-788-8411","413-744-6338","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS IN RELATION TO ACTIVITIES CARRIED OUT BY THE FIRM, INCLUDING THOSE RELATING TO THE FIRM'S INVESTMENT ADVISORY BUSINESS."
1054884,"IRON MOUNTAIN UK","24-26 GILLENDER STREET","","LONDON","","United Kingdom","E3 3LB","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054884,"IRON MOUNTAIN UK","NORMAN ROAD","","KENT","","United Kingdom","DA17 6JY","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054884,"IRON MOUNTAIN UK","CODY 1 & 2","UNIT 2A CODY ROAD","LONDON","","United Kingdom","E16 4TG","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054884,"IRON MOUNTAIN UK","CODY 3 & 4, UNIT 8 SOUTH CRESCENT","CODY ROAD","LONDON","","United Kingdom","E16 4SR","N","44800270270","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1054884,"BABSON CAPITAL MANAGEMENT LLC","1500 MAIN STREET","P.O. BOX 15189","SPRINGFIELD","MA","United States","01115-5189","N","413-226-1000","713-226-2688","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS IN RELATION TO ACTIVITIES CARRIED OUT BY THE FIRM, INCLUDING THOSE RELATING TO THE FIRM'S INVESTMENT ADVISORY BUSINESS."
1046699,"CITCO FUND SERVICES (IRELAND) LIMITED","CUSTOM HOUSE PLAZA, BLOCK 6","INTERNATIONAL FINANCIAL SERVICES CENTRE","DUBLIN 1","","Ireland","","N","3530214836600","3530214836405","A third-party unaffiliated record keeper","FUND AND COMPLIANCE RECORDS"
1047153,"CAROLYN SEID","2252 ENCINAL AVENUE","","ALAMEDA","CA","United States","94501","Y","510-769-6498","510-769-1926","A third-party unaffiliated record keeper","BOOKKEEPING RECORDS."
1047153,"HOLLY HALE","199 NEW MONTGOMERY ST.","SUITE 202","SAN FRANCISCO","CA","United States","94105","N","415-775-8877","","A third-party unaffiliated record keeper","PORTFOLIO ACCOUNTING, BROKERAGE STATEMENTS, TRADE BLOTTERS."
1047153,"TDA COMPLIANCE","305 SE CHKALOV DRIVE","SUITE 111-322","VANCOUVER","WA","United States","98683","N","(360) 737-4145","(360) 334-5858","A third-party unaffiliated record keeper","SUBSCRIPTION DOCUMENTS FOR POOLED INVESTMENT VEHICLES, CORRESPONDENCE WITH PARTNERS, AND REGISTRATION DOCUMENTS."
1056536,"JOHN DESANTIS","100 WILDERNESS TRAIL","","WAKEFIELD","RI","United States","02879","Y","617-285-7233","","Other","PERSONAL RESIDENCE THAT HOUSES BOOKS AND RECORDS FOR CIVIC CAPITAL GROUP AND THE FUND CIVIC CAPITAL FUND I LLC"
1048992,"SEI INVESTMENTS - GLOBAL FUND SERVICES LIMITED","STYNE HOUSE, 2ND FLOOR","UPPER HATCH STREET","DUBLIN","","Ireland","2","N","353 1 638 2400","","A third-party unaffiliated record keeper","CLIENT ADMINISTRATIVE AND ACCOUNTING RECORDS, COPIES OF WHICH WILL BE MADE AVAILABLE PROMPTLY UPON REQUEST OF THE APPLICANT IN RESPONSE TO ANY REQUEST BY THE STAFF OF THE SECURITIES AND EXCHANGE COMMISSION."
1055664,"CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY","CAMANA BAY","GEORGE TOWN","","Cayman Islands","KY1-1206","N","1345949397","","Other","FUND ADMINISTRATOR RELATED DOCUMENTS"
1055664,"CONTROL GROUP (UK) LTD","ATLANTIC HOUSE, MICHIGAN DRIVE","TONGWELL","MILTON KEYNES","","United Kingdom","MK15 8HQ","N","+448452302485","","A third-party unaffiliated record keeper","OFF SITE ARCHIVE FOR IT TAPES, BOOKS AND RECORDS"
1044673,"MG STOVER & CO.","1350 17TH STREET","SUITE 200","DENVER","CO","United States","80202-1525","N","(303) 410-4400","(303) 648-4864","A third-party unaffiliated record keeper","PRINCIPAL LOCATION OF ACCOUNTING RECORDS AND GENERAL LEDGER"
1046651,"LLOYDS  BANK PLC","10 GRESHAM STREET","","LONDON","","United Kingdom","EC2V 7AE","N","02076261500","","One of your branch offices or affiliates","ALL BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER BUSINESS ARE MAINTAINED AT 10 GRESHAM STREET"
1048714,"FIR TREE INC.","55 WEST 46TH STREET","29TH FLOOR","NEW YORK","NY","United States","10036","N","212-599-0090","212-659-4885","A third-party unaffiliated record keeper","ACCOUNTING, CORPORATE, INVESTOR AND OPERATIONS RECORDS ARE KEPT AT THIS LOCATION BY OUR BACK-OFFICE SERVICE PROVIDER."
1048714,"CITCO FUND SERVICES (USA) INC.","HARBORSIDE PLAZA 10","3, SECOND STREET, 6TH FLOOR","JERSEY CITY","NJ","United States","07311","N","201-793-5500","","A third-party unaffiliated record keeper","ACCOUNTING RECORDS."
1048714,"CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY, 2ND FLOOR","CAMANA BAY, P.O. BOX 31106","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","345-949-3977","","A third-party unaffiliated record keeper","CORPORATE RECORDS."
1048714,"CITCO (CANADA) INC.","2 BLOOR STREET EAST","SUITE 2700","TORONTO, ONTARIO","","Canada","M4W 1A8","N","416-966-9200","","A third-party unaffiliated record keeper","INVESTOR RECORDS."
1048714,"AKIN GUMP STRAUSS HAUER & FELD LLP","1700 PACIFIC AVENUE","SUITE 4100","DALLAS","TX","United States","75201-4624","N","214-969-4667","","A third-party unaffiliated record keeper","ARCHIVES OF ACCOUNTING, OPERATIONS AND HUMAN RESOURCE RECORDS."
1046260,"DEUTSCHE BANK (CAYMAN) LIMITED","171 ELGIN AVENUE, PO BOX 1984","BOUNDARY HALL, CRICKET SQUARE","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","345-949-8244","345-949-8178","A third-party unaffiliated record keeper","INVESTOR RELATED DOCUMENTS SUCH AS ORIGINAL SUBSCRIPTION FORMS, ALL NAV RELATED BOOKS AND RECORDS, EXPENSE VOUCHERS, AND FUND LEGAL DOCUMENTS SUCH AS AGREEMENTS AND RESOLUTIONS."
1046260,"DEUTSCHE BANK AG (SINGAPORE BRANCH)","ONE RAFFLES QUAY","SOUTH TOWER, LEVEL 17","SINGAPORE","","Singapore","048583","N","65 64238001","65 62259442","A third-party unaffiliated record keeper","INVESTOR RELATED DOCUMENTS SUCH AS ORIGINAL SUBSCRIPTION FORMS, ALL NAV RELATED BOOKS AND RECORDS, EXPENSE VOUCHERS, AND FUND LEGAL DOCUMENTS SUCH AS AGREEMENTS AND RESOLUTIONS."
1046260,"CIM GLOBAL BUSINESS","33, EDITH CAVELL STREET","","PORT-LOUIS","","Mauritius","","N","230-212-9800","230-212-9833","A third-party unaffiliated record keeper","NAV RELATED BOOKS AND RECORDS AND OTHER LEGAL AGREEMENTS AND RESOLUTIONS."
1046964,"PEF SERVICES LLC","300 EXECUTIVE DRIVE","SUITE 150","WEST ORANGE","NJ","United States","07052","N","212-203-4685","","A third-party unaffiliated record keeper","PEF SERVICES IS A 3RD PARTY FUND ADMINISTRATOR WHO ASSISTS WITH THE ACCOUNTING AND RECORDKEEPING FOR LONGUEVUE CAPITAL PARTNERS II, LP, A PRIVATE FUND MANAGED BY US."
1047246,"PRIVATE EQUITY ADMINISTRATORS","RIDDARGATAN 13, D","","STOCKHOLM","","Sweden","SE 114 51","N","46 855802660","","A third-party unaffiliated record keeper","ACCOUNTING AND BOOKKEEPING."
1049374,"VIBURNUM FUNDS PTY LTD","31 CARRINGTON STREET","","NEDLANDS","","Australia","6009","N","+61864309850","+61864309899","One of your branch offices or affiliates","ACCOUNTS, LEGAL DOCUMENTS, OTHER INFORMATION."
1057773,"RECALL","UNIT 110 - 19159 22ND AVENUE","","SURREY, BC","","Canada","V3S 3S6","N","N/A","","A third-party unaffiliated record keeper","THIS IS AN ARCHIVAL STORAGE FACILITY THAT MAINTAINS HISTORICAL BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE MAINTAINED ON-SITE UNDER SECTION 204 OF THE INVESTMENT ADVISORS ACT. RECORDS INCLUDE VARIOUS FINANCIAL, CLIENT AND TRANSACTION RECORDS."
1047647,"CITCO FUND SERVICES (SAN FRANCISCO), INC.","560 MISSION STREET, 26TH FLOOR","","SAN FRANCISCO","CA","United States","94105","N","415.228.0390","415.228.0335","A third-party unaffiliated record keeper","FINANCIAL STATEMENTS AND SUPPORTING DOCUMENT AND BOOKS AND RECORDS NECESSARY TO CALCULATE NET ASSET VALUE OF THE PARTNERSHIP AND EACH INVESTOR HOLDINGS."
1047647,"CITCO (CANADA) INC.","2 BLOOR STREET EAST, SUITE 2700","","TORONTO","","Canada","M4W 1A8","N","416.966.9200","416.966.9210","A third-party unaffiliated record keeper","MAINTAINING A REGISTER OF INVESTORS; DOCUMENTS NECESSARY FOR ISSUANCE, TRANSFER AND INVESTOR WITHDRAWAL REQUESTS; UNAUDITED INVESTOR STATEMENTS; AND PARTNERSHIP FINANCIAL STATEMENTS."
