"FilingID","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Telephone Number","Facsimile Number"
"905249","BOCKENHEIMER LANDSTRASSE 51-53","","FRANKFURT AM MAIN","","Germany","60325","N","+49 6924008410",""
"905249","UL. MONIUSZKI 1A","","WARSAW","","Poland","00-014","N","+48222095500",""
"904607","4TH FLOOR, MONTCLARE PLACE","21 MAIN ROAD, CLAREMONT","CAPE TOWN","","South Africa","7708","N","27 21 671 2814","27 86 503 5704"
"894275","71 S. WACKER DRIVE","SUITE 2760","CHICAGO","IL","United States","60606","N","3123806000",""
"894275","99 DERBY STREET","SUITE 200","HINGHAM","MA","United States","02043","N","7813856079",""
"892203","1700 OWENS STREET","SUITE 184","SAN FRANCISCO","CA","United States","94158","N","650-571-8200",""
"892203","71 KINGSWAY","","LONDON","","United Kingdom","WC2B6ST","N","442074217070",""
"900407","1 ADELAIDE STREET EAST","SUITE 600","TORONTO, ONTARIO","","Canada","M5C 2V9","N","416-955-4949",""
"875623","1020 W. MAIN","STE 250","BOISE","ID","United States","83702","N","208.352.0135",""
"873378","TAUNUSANLAGE 16","","FRANKFURT","","Germany","D-60325","N","+49692470450","+4969247045122"
"867325","14502 N. DALE MABRY","SUITE 229","TAMPA","FL","United States","33618","N","813-968-3800","813-264-7796"
"882039","MUALLIM NACI CAD NO. 40","ORTAKOY","ISTANBUL","","Turkey","34347","N","+90212 3268400","+90212 3268484"
"904680","8405 GREENSBORO DRIVE","SUITE 210","MCLEAN","VA","United States","22102","N","703-903-9546",""
"904680","112 WEST 34TH STREET  17TH FLOOR","SUITE 17050","NEW YORK","NY","United States","10120","N","609-896-1900",""
"904680","11000 CEDAR AVENUE","SUITE 100","CLEVELAND","OH","United States","44106","N","216-658-3965",""
"877526","2000 SOUTH COLORADO BLVD.","TOWER ONE, SUITE 8000","DENVER","CO","United States","80222","N","303-758-3131","303-758-3293"
"903448","10000 MEMORIAL DRIVE","SUITE 550","HOUSTON","TX","United States","77024","N","7135792617","7135792611"
"895598","13317 DREWS DRIVE","","PATOMOC","MD","United States","20854","Y","240-683-4971","240-683-8349"
"900915","44 BRATTLE STREET","","CAMBRIDGE","MA","United States","02138","N","617-401-4512","650-529-8039"
"899512","MONTGELASSTR. 14","","MUNICH","","Germany","81679","N","4989 809131618","4989 378-28289"
"899512","PIAZZA GAE AULENTI 4","","MILAN","","Italy","20154","N","3902 94750100",""
"882052","224 S MICHIGAN AVENUE","SUITE 425","CHICAGO","IL","United States","60604","N","3123613520",""
"905808","BROOKFIELD PLACE","181 BAY STREET, SUITE 300","TORONTO, ONTARIO","","Canada","M5J 2T3","N","416-363-9491","416-365-9642"
"905808","RUA JOAQUIM FLORIANO, 466","8TH FLOOR, SUITE 801","SAO PAULO","","Brazil","04534-00","N","(11) 2165-6850",""
"906268","BROOKFIELD PLACE","181 BAY STREET, SUITE 300","TORONTO, ONTARIO","","Canada","M5J 2T3","N","416-363-9491","416-365-9642"
"906268","RUA JOAQUIM FLORIANO, 466","8TH FLOOR, SUITE 801","SAO PAULO","","Brazil","04534-00","N","(11) 2165-6850",""
"906239","AV. PRESIDENTE WILSON, 231","16TH FLOOR, SUITE 1602","RIO DE JANEIRO","","Brazil","20030-021","N","55 21 21736650","55 21 21736651"
"906239","AV. ENG. DOMINGOS FERREIRA, 2589","SUITE 202","RECIFE","","Brazil","51020-031","N","55 81 30926666","55 81 30926660"
"899470","AV. PRESIDENTE WILSON, 231","16TH FLOOR, SUITE 1602","RIO DE JANEIRO","","Brazil","20030-021","N","55 21 21736650","55 21 21736651"
"899470","AV. ENG. DOMINGOS FERREIRA, 2589","SUITE 202","RECIFE","","Brazil","51020-031","N","55 81 30926666","55 81 30926660"
"899416","AV. ENG. DOMINGOS FERREIRA, 2589","SUITE 202","RECIFE","","Brazil","51020-031","N","55 81 30926666","55 81 30926660"
"899416","AV. PRESIDENTE WILSON, 231","16TH FLOOR, SUITE 1602","RIO DE JANEIRO","","Brazil","20030-021","N","55 21 21736650","55 21 21736651"
"905195","2855 SAND HILL ROAD","","MENLO PARK","CA","United States","94025","N","617.431.6350",""
"888495","537 HAMILTON AVENUE","","PALO ALTO","CA","United States","94301","N","650-687-3800","650-687-3899"
"888495","TWO IFC, 8 CENTURY AVENUE","42F SUITE 14-15","PUDONG DISTRICT SHANGHAI","","China","200120","N","862161711120",""
"905337","3 DOESKIN PLACE","","BOSTON","MA","United States","01701","Y","508 788-6926",""
"899535","21 SACKVILLE STREET","FIRST FLOOR","LONDON","","United Kingdom","","N","44 20 7297 020","44 20 7297 029"
"904919","MAXIMILLIANSTRASSE 11","","MUENCHEN","","Germany","80539","N","498924441070",""
"898632","4225 EXECUTIVE SQUARE, SUITE 600","","LA JOLLA","CA","United States","92037","N","619-993-9077","858-300-5382"
"898632","650 FIFTH AVENUE, 31ST FLOOR","","NEW YORK","NY","United States","10019","N","212-616-9664",""
"881328","52-54 WELLINGTON STREET","803, 9/F SOMPTUEUX CENTRAL","HONG KONG","","Hong kong","","N","+85237520450","+85237520662"
"902249","3801 TWO INTERNATIONAL FINANCE CENTRE","8 FINANCE STREET,","CENTRAL","","Hong kong","","N","85238439300","85228439372"
"902249","2 BATTERY ROAD","#23-01 MAYBANK TOWER","SINGAPORE","","Singapore","049907","N","6562326300","6565320660"
"902249","29/F, ARK HILLS SENGOKUYAMA MORI TOWER","1-9-10 ROPPONGI MINATO-KU","TOKYO 106-0032","","Japan","","N","81355457200","81355457201"
"902249","UNIT 2601 TOWER 3 JING AN KERRY CENTRE","1228 YAN AN ROAD MIDDLE SHANGHAI","SHANGHAI 200040","","China","","N","862131359500","862131359499"
"902249","UNIT 2903-05A, TOWER 3, CHINA CENTRAL PLACE","NO. 77 JIAN GUO ROAD CHAOYANG DISTRICT","BEIJING","","China","","N","861059047300","861059047333"
"902249","UNIT 801, 8/F, PIRAMAL TOWERS PENINSULA CORPORATE","GANPATRAO KADAM MARG, LOWER PAREL (W)","MUMBAI","","India","","N","912261322800","912261322806"
"902249","ONE PACIFIC PLACE 11TH FLR SUDIRMAN CENTRAL BUS D","JL. JEND SUDIRMAN KAV 52-53","JAKARTA 12190","","Indonesia","","N","622129859514",""
"878057","TOWER 12 - LEVEL 10, 18/22 BRIDGE STREET","THE AVENUE, NORTH SPINNINGFIELDS","MANCHESTER","","United Kingdom","M3 3BZ","N","44 161 2336660","44 161 2336666"
"888101","C/O OCP ASIA (SINGAPORE) PTE. LTD","350 ORCHARD RD, #12-01/03 SHAW HOUSE","SINGAPORE","","Singapore","238868","N","6564039880","6564039878"
"892124","23, RUE FERDINAND HODLER","","GENEVA","","Switzerland","1207","N","+41 22 3 100 1","+41 22 3 100 3"
"892124","COASTAL BUILDING, 2ND FLOOR","WICKHAM'S CAY II","ROAD TOWN -TORTOLA","","British Virgin Islands","","N","+1 284 494 834","+1 284 494 693"
"900391","59 MAIDEN LANE 41ST FLOOR","","NEW YORK","NY","United States","10038","N","212-331-9548",""
"904960","SHATHA TOWER. TECOM FREE ZONE, OFFICE NO. 3307","DUBAI MEDIA CITY W1K 5JH","DUBAI","","United Arab Emirates","","N","+44 203 178 25","+44 203 178 25"
"905624","1000 CONTINENTAL DRIVE","SUITE 240","KING OF PRUSSIA","PA","United States","19406","N","610.989.8080",""
"904191","RAFIK B. HARIRI BUILDING, 37TH AND O STREETS, NW","ATTN: MARK MYKITYSHYN, GEORGETOWN BUSINESS SCHOOL","WASHINGTON","DC","United States","20057","N","404-875-9994",""
"904783","KAISERSTRAßE 7","","FRANKFURT","","Germany","60311","N","496921087687","496921087689"
"904528","601 GATEWAY BLVD. SUITE 350","","SOUTH SAN FRANCISCO","CA","United States","94080","N","650-553-3300","650-553-3301"
"906877","12400 COIT ROAD","SUITE 910","DALLAS","TX","United States","75251-2063","N","214-382-1915","214-382-1915"
"905060","10 TOWN SQUARE","SUITE 200","CHATHAM","NJ","United States","07928","N","973-635-2900","973-701-7772"
"903242","2705, NO 2 JIANGUOMENWAI AVENUE","","BEIJING","","China","100022","N","8610-85171799","8610-85171215"
"903242","2750 SAND HILL ROAD","","MENLO PARK","CA","United States","94025","N","6502332750","6502330300"
"899843","SUITE 805, TOWER E1, BEIJING ORIENTAL PLAZA OFFICE","1 EAST CHANG AN AVENUE","BEIJING","","China","100738","N","8610 8518-5686","8610 8515-1898"
"899843","1504, PH.1, SHANGHAI INTERNATIONAL COMMERCE CENTER","999 HUAI HAI ROAD (M)","SHANGHAI","","China","200031","N","8621 6335 1018","8621 6335 1919"
"907000","ROOM 1503, 1788 NANJING ROAD WEST","","SHANGHAI","","China","200040","N","+862132569922",""
"907000","10 COLLYER QUAY","#40-62, OCEAN FINANCIAL CENTRE","SINGAPORE","","Singapore","049315","N","+6568086288","+6568086299"
"907001","ROGERS HOUSE","5 PRESIDENT JOHN KENNEDY STREET","PORT LOUIS","","Mauritius","","N","+2304052000","+2302125265"
"905248","IFS COURT, TWENTYEIGHT, CYBERCITY","","EBENE","","Mauritius","","N","(230) 467 3000","(230) 467 4000"
"905248","ONE PACIFIC PLACE, 15TH FLOOR","JL. JEND. SUDIRMAN, KAV. 52-53","JAKARTA","","Indonesia","12190","N","62(21)25502529","62(21)25502555"
"905248","4TH FLOOR, ""SENANS SQUARE""","NO. 99, SANTHOME HIGH ROAD","CHENNAI","","India","600028","N","91(44)65551210",""
"907009","LMR PARTNERS LTD,SUITE 2201,  PROSPERITY TOWER","39 QUEENS ROAD CENTRAL","HONG KONG","","Hong kong","","N","+85237967054","+85237967000"
"907011","600 HANSEN WAY","SUITE 200","PALO ALTO","CA","United States","94304","N","650-843-3210",""
"903192","2200 BUTTS ROAD","","BOCA RATON","FL","United States","33431","N","561-721-4801",""
"897743","48 DOVER STREET","","LONDON","","United Kingdom","W1S 4FF","N","+4402036557860",""
"907884","645 BUENA VISTA WAY","","LAGUNA BEACH","CA","United States","92651","Y","949-923-1632",""
"907884","2107 PIERCE STREET #6","","SAN FRANCISCO","CA","United States","94115","Y","415-889-8884",""
"907884","128 ALVARADO RD.","","BERKELEY","CA","United States","94705","Y","510-684-4865",""
"908164","1922 THE ALAMEDA, SUITE 209","","SAN JOSE","CA","United States","95126","N","408-998-5438",""
"908176","TOWER 1, 30A ONE SILVER SEA","18 HOI FAI ROAD, TAI KOK TSUI","KOWLOON","","Hong kong","","N","+85225177232",""
"888049","2107 GLENCOE AVENUE","","VENICE","CA","United States","90291","Y","310-990-1439",""
"905554","GARDEN TOWERS","NEUE MAINZER STRASSE 46-50","60311 FRANKFURT  AM MAIN","","Germany","","N","+4969380756000","+4969380756001"
"905554","OLD BANK CHAMBERS","LA GRANDE RUE","ST MARTIN'S","","Guernsey","GY4 6RT","N","+441481231100","+441481233319"
"905554","4TH FLOOR ROYAL CHAMBERS","ST JULIANS AVENUE","ST PETER PORT","","Guernsey","GY1 3RD","N","+441481754690","+441481754680"
"906160","3865 19TH ST #2","","SAN FRANCISCO","CA","United States","94114","N","5083087226",""
"908436","410 PARK AVENUE","15TH FLOOR","NEW YORK","NY","United States","10022","N","646-660-3994",""
"908436","136 HEBER AVENUE","SUITE 204","PARK CITY","UT","United States","84060","N","435-655-3605",""
"909774","727 SANSOME ST.","3RD FLOOR","SAN FRANCISCO","CA","United States","94111","N","650-853-1700","650-853-1717"
"909774","20 CUSTOM HOUSE STREET","SUITE 830","BOSTON","MA","United States","02110","N","617-330-7872","617-330-7975"
"910558","3 PICKWICK PLAZA, SUITE 302","","GREENWICH","CT","United States","06830","N","203-226-8346","203-302-2176"
"910558","90 SOUTH SEVENTH STREET, SUITE 3890","","MINNEAPOLIS","MN","United States","55402","N","612-339-9322","612-337-8017"
"910558","525 UNIVERSITY AVENUE, SUITE 1300","","PALO ALTO","CA","United States","94301","N","650-614-3700","650-328-6345"
"895586","#16-03 MARINA BAY FINANCIAL CENTRE","TOWER-2, 10 MARINA BOULEVARD","SINGAPORE","","Singapore","018983","N","+65 6422 4500","+65 6422 4501"
"895586","111, THE TAJ PALACE","SARDAR PATEL MARG","NEW DELHI","","India","110021","N","911166118000","911166118020"
"895586","C/O MAPLES CORPORATE SERVICES LIMITED","PO BOX 309, UGLAND HOUSE","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","1 345 949 8066","1 345 949 8080"
"908834","303 WYMAN STREET","SUITE 300","WALTHAM","MA","United States","02451-1208","N","617-300-8812","781-530-3605"
"912052","1380 W PACES FERRY RD NW","SUITE 1265","ATLANTA","GA","United States","30327-2465","N","404-220-9053",""
"912105","UNIT 18C, TRUST TOWER","68 JOHNSTON ROAD","WAN CHAI","","Hong kong","","N","+852 2650 5998",""
"893875","32 HABARZEL STREET, BUILDING B","2ND FLOOR","TEL AVIV","","Israel","","N","972 52 2599868",""
"893875","HATOMER 35","","SAVYON","","Israel","","N","972 52 2599868",""
"871686","12 MARINA VIEW","#21-01 ASIA SQUARE TOWER 2","SINGAPORE","","Singapore","018961","N","+65 6653 3488",""
"913055","2200 BUTTS ROAD","","BOCA RATON","FL","United States","33431","N","561-721-4801",""
"889732","SUITE 906-907,9F,TOWER H, PHOENIX PLACE","5A SHUGUANG XILI, CHAOYANG DISTRICT","BEIJING","","China","100028","N","861084554115","861084554119"
"889732","SUITE 801, 8/F CHINACHEM CENTURY TOWER","178 GLOUCESTER ROAD","WANCHAI","","Hong kong","","N","852.2151.8133","852.3585.0635"
"889732","SUITE 06, 9TH FLOOR, HI-TECH INFO PLAZA, #8","HUATIAN DAO, HUAYUAN INDUSTRY PARK","TIANJIN","","China","300384","N","862223708556",""
"889732","ROOM 1908, FULI YINGXIN PLAZA","28 HUAXIA ROAD, TIANHE DISTRICT","GUANGZHOU","","China","510620","N","862038686472",""
"913356","IM BREITSPIEL 11","","HEIDELBERG","","Germany","69126","N","49 6221 893760",""
"908416","NO. 8 JIANGUOMENBEI AVENUE","STE 1702, 17/F, DONGCHENG DISTRICT","BEIJING","","China","100005","N","8610-8519-2519",""
"908416","222 YAN AN ROAD EAST","SUITE 2501, BUND CENTER","SHANGHAI","","China","200002","N","8621-3135-2488",""
"908416","71 AYER RAJAH CRESCENT #05-05","","SINGAPORE","","Singapore","139951","N","65-6272-3250",""
"908416","NO. 76, 18F-2, TUN HUA SOUTH ROAD","SEC. 2","TAIPEI","","Taiwan,  Republic of China","","N","8862-2704-8018",""
"914879","P.O. BOX 464","","PHILOMONT","VA","United States","20131","Y","540-338-3595","612-376-2999"
"886917","201 SOUTH MAIN STREET, SUITE 900","","ANN ARBOR","MI","United States","48104-2113","N","734-274-2904","734-214-3006"
"915681","FLAT/ RM 2, 6/F, CHUNG WAI COMM BLDG","447-449 LOCKHART ROAD, CAUSEWAY BAY","HONG KONG","","Hong kong","","N","18621852663",""
"915681","ROOM 859 TOWER B, BUILDING NO. 1","977 SHANGFENG ROAD, PUDONG DISTRICT","SHANGHAI","","China","201201","N","86(21)50318996","86(21)50335377"
"916196","205 N. MICHIGAN AVE. STE 2930","","CHICAGO","IL","United States","60601-5924","N","(312) 574-1700",""
"915901","1025 CHERRY ROAD","","MEMPHIS","TN","United States","38117","N","901-818-0910","650-362-2174"
"915782","6836 BEE CAVES ROAD","SUITE 275","AUSTIN","TX","United States","78746","N","512-795-5871","972-767-4250"
"902175","LEVEL 9, CENTRAL BUILDING","1-3 PEDDER STREET","CENTRAL","","Hong kong","N/A","N","852-3796 7222","852-3975 2800"
"902175","SUITE 1701, SHUI ON PLAZA","333 HUAI HAI ZHONG ROAD","SHANGHAI","","China","200021","N","86(21)63850606","86(21)62376709"
"917093","C/O OCP ASIA (SINGAPORE) PTE. LTD","350 ORCHARD RD, #12-01/03 SHAW HOUSE","SINGAPORE","","Singapore","238868","N","6564039880","6564039878"
"916883","470 ATLANTIC AVENUE, 10TH FLOOR","","BOSTON","MA","United States","02210","N","617-761-6550","617-761-6552"
"913136","230 MATHERS ROAD","","AMBLER","PA","United States","19002","N","215-643-7170","215 643-7091"
"909978","505 FIFTH AVENUE","17 TH FLOOR","NEW YORK","NY","United States","10017","N","(212) 351-6140",""
"917946","230 MATHERS ROAD","","AMBLER","PA","United States","19002","N","215-643-7170","215 643-7091"
"911557","5752 OBERLIN DRIVE","","SAN DIEGO","CA","United States","92121","N","(212) 292-8316","(646) 829-9466"
"918051","TAUNUSANLAGE 16","","FRANKFURT","","Germany","D-60325","N","+49692470450","+4969247045122"
"918073","TAUNUSANLAGE 16","","FRANKFURT","","Germany","D-60325","N","+49692470450","+4969247045122"
"918090","TAUNUSANLAGE 16","","FRANKFURT","","Germany","D-60325","N","+49692470450","+4969247045122"
"918132","ROOM 1503, 1788 NANJING ROAD WEST","","SHANGHAI","","China","200040","N","+862132569922",""
"918132","10 COLLYER QUAY","#40-62, OCEAN FINANCIAL CENTRE","SINGAPORE","","Singapore","049315","N","+6568086288","+6568086299"
"918421","TORRE SERRANO","CALLE SERRANO, 47 10 - PLANTA","MADRID","","Spain","28001","N","+34629186930",""
"918421","WORLD TRADE CENTER SHIPHOL","H-TOWER, FLOOR 4, SHIPHOL BOULEVARD 355","SHIPHOL","","Netherlands","1118","N","+31205776670","+31205776679"
"918552","EXCHANGE WEST","SUITE 429","CHAPEL HILL","NC","United States","27517","N","650-796-8659",""
"918133","4, BUILDING 2, ROMANOV PER","","MOSCOW","","Russia","125009","N","+74954115300","+74954115301"
"917606","5TH FLOOR, YOUNG POONG BUILDING","41 CHEONGGYECHEON-RO, JONGRO-KU","SEOUL","","Korea, South","110-752","N","82 2 399 7773","82 2 399 7771"
"917606","SUITE 4002, 40TH FLOOR, ONE EXCHANGE SQUARE","8 CONNAUGHT PLACE","CENTRAL","","Hong kong","","N","852 3102 8329","852 3102 8321"
"917606","LEVEL 30, 363 GEORGE STREET","","SYDNEY","","Australia","2000","N","612 9299 0889","612 9299 0809"
"917606","10TH FLOOR, THE ENERGY BUILDING","SCBD LOT 11A, JL. JEND. SUDIRMAN KAV. 52-53","JAKARTA","","Indonesia","12190","N","6221 2995 1665","6221 2995 1666"
"917606","ROOM 1506, TOWER H, PHOENIX PLACE","JIA 5, SHUGUANGXILI, CHAOYANG DISTRICT","BEIJING","","China","100028","N","86 10 56320318","86 10 56383398"
"917606","8 TEMASEK BOULEVARD","#28-03 SUNTEC TOWER THREE","SINGAPORE","","Singapore","038988","N","65 6238 2260","65 6238 1290"
"918865","TOWER 1, 30A ONE SILVER SEA","18 HOI FAI ROAD, TAI KOK TSUI","KOWLOON","","Hong kong","","N","+85225177232",""
"916507","223 NORTH 7TH STREET","","BROOKLYN","NY","United States","11211","Y","925 787 4217",""
"919381","C/O OCP ASIA (SINGAPORE) PTE. LTD","350 ORCHARD RD, #12-01/03 SHAW HOUSE","SINGAPORE","","Singapore","238868","N","6564039880","6564039878"
"908875","ONE DOCK STREET SUITE 112","","STAMFORD","CT","United States","06902","N","(203) 930-7770",""
"917304","2719 E THIRD AVE","","DENVER","CO","United States","80206","N","303-726-7633",""
"919391","32 DUKE STREET ST JAMES'S","","LONDON","","United Kingdom","SW1Y 6DF","N","020 7292 2110","020 7292 2111"
"921326","1ST FLOOR, COMMERICAL ANNEX, HOTEL GRAND","NELSON MANDELA ROAD, VASANT KUNJ II","NEW DELHI","","India","110 070","N","911149800800",""
"921326","OKEANUS BUILDING","50 RAMAT YAM STREET","HERZLIYA PITUACH","","Israel","46851","N","97299561634",""
"921349","TOWER 1, 30A ONE SILVER SEA","18 HOI FAI ROAD, TAI KOK TSUI","KOWLOON","","Hong kong","","Y","+85225177232",""
"918928","101 S. TRYON STREET","SUITE 2620","CHARLOTTE","NC","United States","28280","N","704-626-6419",""
"923134","RUA JERÔNIMO DA VEIGA, 384, 11º ANDAR, ITAIM BIBI","","SÃO PAULO - SP","","Brazil","04536001","N","55 21 35269966","55 21 32069001"
"921325","30 RUE GALILEE","","PARIS","","France","75116","N","+33 1 47238862","+33 1 47238855"
"919608","3 PICKWICK PLAZA, SUITE 302","","GREENWICH","CT","United States","06830","N","203-226-8346","203-302-2176"
"919608","525 UNIVERSITY AVENUE, SUITE 1300","","PALO ALTO","CA","United States","94301","N","650-614-3700","650-328-6345"
"924303","3 PICKWICK PLAZA, SUITE 302","","GREENWICH","CT","United States","06830","N","203-226-8346","203-302-2176"
"924303","525 UNIVERSITY AVENUE, SUITE 1300","","PALO ALTO","CA","United States","94301","N","650-614-3700","650-328-6345"
"915800","PIAZZA DEL LIBERTY 8","","MILAN","","Italy","20121","N","+3927202571","+39272025780"
"926086","7TH FLOOR","90 LONG ACRE","LONDON","","United Kingdom","WC2E 9RA","N","+442033260350",""
"895846","1350 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10019","N","646-731-2759","646-731-2739"
"913766","530 FIFTH AVENUE","22ND FLOOR","NEW YORK","NY","United States","10036","N","212 444-4100","212 444-4101"
"913766","470 ATLANTIC AVENUE","4TH FLOOR","BOSTON","MA","United States","02210","N","617 995-2000","617 995-2001"
"913766","34 FARNSWORTH STREET","3RD FLOOR","BOSTON","MA","United States","02210","N","617 995-2000","617 995-2001"
"927987","5TH FLOOR, YOUNG POONG BUILDING","41 CHEONGGYECHEON-RO, JONGRO-KU","SEOUL","","Korea, South","110-752","N","82 2 399 7773","82 2 399 7771"
"927987","SUITE 4002, 40TH FLOOR, ONE EXCHANGE SQUARE","8 CONNAUGHT PLACE","CENTRAL","","Hong kong","","N","852 3102 8329","852 3102 8321"
"927987","LEVEL 30, 363 GEORGE STREET","","SYDNEY","","Australia","2000","N","612 9299 0889","612 9299 0809"
"927987","10TH FLOOR, THE ENERGY BUILDING","SCBD LOT 11A, JL. JEND. SUDIRMAN KAV. 52-53","JAKARTA","","Indonesia","12190","N","6221 2995 1665","6221 2995 1666"
"927987","ROOM 1506, TOWER H, PHOENIX PLACE","JIA 5, SHUGUANGXILI, CHAOYANG DISTRICT","BEIJING","","China","100028","N","86 10 56320318","86 10 56383398"
"927987","8 TEMASEK BOULEVARD","#28-03 SUNTEC TOWER THREE","SINGAPORE","","Singapore","038988","N","65 6238 2260","65 6238 1290"
"927259","UNIT 4605-6, THE CENTER","99 QUEEN'S ROAD CENTRAL","HONG KONG","","Hong kong","","N","+852 2851 8055",""
"928914","52-54 WELLINGTON STREET","803, 9/F SOMPTUEUX CENTRAL","HONG KONG","","Hong kong","","N","+85237520450","+85237520662"
"929005","1370 AVENUE OF THE AMERICAS","#2915","NEW YORK","NY","United States","10019","N","6465025750",""
"929128","NO.21/8,CRAIG PARK LAYOUT,","OFF MG ROAD","BANGALORE","","India","560001","N","+91-80-433566",""
"929128","CALLE 100 #8A-55","TORRE C, PISO 10","BOGOTA","","Colombia","","N","+57-1-646-7376",""
"926993","44 BRATTLE STREET","","CAMBRIDGE","MA","United States","02138","N","617-401-4512","650-529-8039"
"928061","UNIT 3607-3608, THE CENTER, NO989, CHANGLE ROAD","","SHANGHAI","","China","200031","N","00862154668282","00862154661250"
"927647","1345 AVENUE OF THE AMERICAS, 2ND FL.","","NEW YORK","NY","United States","10105-0014","N","646-502-6065",""
"924553","INDIQUBE - ALPHA, FLOOR 2, WING B2","KADUBISANAHALLI VILLAGE, VARTHUR HOBLI, OUTER RING","BANGALORE","","India","560103","N","91.80.42613300","91.80.42613400"
"930191","UNIT 08, 8/F, ONE ISLAND SOUTH","NO. 2 HEUNG YIP ROAD","WONG CHUK HANG","","Hong kong","","N","+852-98377535",""
"906413","WASHINGTON PLAZA - BATIMENT ARTOIS","44 RUE DE WASHINGTON","75008 PARIS","","France","","N","+442077433000","+442077431000"
"906413","SQUARE DE MEEUS 35, 1ST FLOOR","","1000 BRUSSELS","","Belgium","","N","+442077433000","+442077431000"
"906413","HARBOUR HOUSE","SUNDKROGSGADE","2100 COPENHAGEN","","Denmark","","N","+442077433000","+442077431000"
"906413","OPERA TOWER BOCKENHEIMER","LANDSTRASSE 2-4, 23RD FLOOR","D-60306 FRANKFURT","","Germany","","N","+442077433000","+442077431000"
"906413","MAX-JOSEPH-STRASSE 6","","D-80333 MUNICH","","Germany","","N","+442077433000","+442077431000"
"906413","PLAZA PABLO RUIZ PICASSO NO1","TORRE PICASSO, 14TH FLOOR","MADRID 28020","","Spain","","N","+442077433000","+442077431000"
"906413","VIA BRERA 3/5","","MILAN","","Italy","","N","+442077433000","+442077431000"
"906413","MASTER SAMUELSGATAN 1","BOX 609","114 11 STOCKHOLM","","Sweden","","N","+442077433000","+442077431000"
"906413","GRABEN 19/9","","VIENNA 1010","","Austria","","N","+442077433000","+442077431000"
"906413","DAGO CENTRUM 2ND FLOOR","RONDO ONZ 1","WARSAW","","Poland","","N","+442077433000","+442077431000"
"906413","REGUS CONVENTION TOWERS","HEERENGRACHT AND COEN, STEYTLER STREET","CAPETOWN","","South Africa","8001","N","44 131 472 720",""
"906413","LAGOUMITZI 24","","KALLITHEA","","Greece","17671","N","44 131 472 720",""
"906413","EXCHANGE PLACE ONE","1 SEMPLE STREET","EDINBURGH","","United Kingdom","EH3 8BL","N","+44 314727200",""
"906413","REMBRANDT TOWER, AMSTELPLEIN 1","1096 HA AMSTERDADM","NETHERLANDS","","Netherlands","","N","+442077433000","+442077431000"
"906422","1000 SHERBROOKE STREET WEST","SUITE 1730","MONTREAL, QUEBEC","","Canada","H3A 3G4","N","514 8435128",""
"930604","1370 AVENUE OF THE AMERICAS","#2915","NEW YORK","NY","United States","10019","N","6465025750",""
"923118","2001, AGRICULTURAL BANK OF CHINA","50 CONNAUGHT ROAD, CENTRAL","HONG KONG","","Hong kong","","N","852-37270300","852-34285700"
"923118","SUITE 1206, ONE LUJIAZUI","68 YIN CHENG ROAD","SHANGHAI","","China","200120","N","86-21-50106188","86-21-50106162"
"923413","SUITE 1206, ONE LUJIAZUI","68 YIN CHENG ROAD (C)","SHANGHAI","","China","200120","N","86-21-50106188","86-21-50106162"
"923413","2001, AGRICULTURAL BANK OF CHINA TOWER","50 CONNAUGHT ROAD CENTRAL","HONG KONG","","Hong kong","","N","852-37270300","852-34285700"
"914262","LIMEGROVE CENTRE, 1ST FLOOR","","HOLETOWN, ST. JAMES","","Barbados","BB 24016","N","246 432 4000","246 432 4004"
"914262","BOUNDARY HALL","CRICKETS SQUARE","GRAND CAYMAN","","Cayman Islands","KY1-1102","N","345.945.7099","345.945.7100"
"930668","CAPITAL PLACE, 8TH FLOOR","6 THAI VAN LUNG, DISTRICT 1","HO CHI MINH CITY","","Vietnam","70000","N","+84838273161","+84838273162"
"930668","HAREC BUILDING, 12TH FLOOR","4A LANG HA STREET, BA DINH DISTRICT","HANOI","","Vietnam","70000","N","+84437724888","+84437724868"
"929266","NO 159 RAINBOW RESIDENCY","SARJAPURA ROAD","BANGALORE","","India","560 035","Y","91 98 45171530",""
"924433","4306 YOAKUM BOULEVARD","SUITE 360","HOUSTON","TX","United States","77006","N","281-407-4845",""
"930474","MAXIMILIANSTRASSE 13","80539","MUNICH","","Germany","","N","49 89203006310","44 207 5182801"
"930474","STANDVAGEN 7A","","STOCKHOLM","","Sweden","114 56","N","44 207 5182811","44 207 5182801"
"928965","TRINITY HALL","LA PROFONDE RUE","TRINITY","","Jersey","JE3 5BF","N","+44-1534867013",""
"928965","AVENUE ALFRED-CORTOT 7D","NYON - 5TH FLOOR","NYON","","Switzerland","1260","N","+44-2072272700","+44-2072272799"
"930517","54 LAFAYETTE PLACE","","GREENWICH","CT","United States","06830","N","212.716.2650",""
"930672","UNIT 902, 9TH FLOOR","TOWER 2A, ONE INDIABULLS CENTER, ELPHINSTONE (W)","MUMBAI","","India","400 013","N","+ 912267431009",""
"930672","UNIT 203A, SECOND FLOOR","ABW TOWER","GURGAON","","India","122001","N","+01244227142",""
"930504","KONIGSALLEE 14","","DUSSELDORF","","Germany","40212","N","+4921113866161","+492111386677"
