"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1029406,"SAMAS MANAGEMENT CONSULTANTS PTE LTD","25 INTERNATIONAL BUSINESS PARK","GERMAN CENTRE #04-22/26","SINGAPORE","","Singapore","609916","N","65 6222 7777","65 6222 0022","A third-party unaffiliated record keeper","MANAGER'S RECORDS HELD BY CORPORATE SECRETARY"
1030551,"DEUTSCHE BANK AG, SINGAPORE BRANCH","#16-00 SOUTH TOWER","ONE RAFFLES QUAY","SINGAPORE","","Singapore","048583","N","6423 8172.7374","","One of your branch offices or affiliates","INVESTOR RECORDS, FINANCIAL RECORDS."
1033181,"U.S. BANCORP FUND SERVICES, LTD. (FORMERLY KNOWN AS AIS FUND ADMINISTRATION LTD.)","433 HACKENSACK AVENUE","","HACKENSACK","NJ","United States","07601","N","(201) 478-7211","","A third-party unaffiliated record keeper","FINANCIAL, ACCOUNTING AND INVESTOR RECORDS FOR THE PRIVATE INVESTMENT FUNDS MANAGED BY REGISTRANT"
1033278,"BARING NORTH AMERICA LLC","INDEPENDENCE WHARF","470 ATLANTIC AVENUE","BOSTON","MA","United States","02210","N","617-946-5200","","One of your branch offices or affiliates","BARING NORTH AMERICA LLC MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO A FEW CLIENTS OF BARING ASSET MANAGEMENT LIMITED."
1033278,"RESTORE PLC","8 BEAM REACH","COLDHARBOUR LANE","RAINHAM ESSEX","","United Kingdom","RM13 9YB","N","01708 527 600","01708 527651","A third-party unaffiliated record keeper","RESTORE PLC IS USED TO RETAIN CERTAIN BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE KEPT ON-SITE.  SUCH BOOKS AND RECORDS ARE ARCHIVED AT RESTORE PLC."
1033278,"INSTITUTIONAL SHAREHOLDER SERVICES","702 KING FARM BOULEVARD","SUITE 400","ROCKVILLE","MD","United States","20850-4045","N","405.366.5101","405.366.5050","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS RELATING TO APPLICANT'S PROXY VOTING ACTIVITIES ARE MAINTAINED BY INSTITUTIONAL SHAREHOLDER SERVICES"
1033278,"BARING ASSET MANAGEMENT (ASIA) LIMITED","19/F EDINBURGH TOWER, 15 QUEEN'S ROAD","THE LANDMARK","HONG KONG","","China","","N","852-2841-1411","852-2845-9050","One of your branch offices or affiliates","BARING ASSET MANAGEMENT (ASIA) LIMITED MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO CERTAIN TRADE ACTIVITY UNDERTAKEN."
1036512,"BNY MELLON GLOBAL CORPORATE TRUST","HANOVER BUILDING","WINDMILL LANE","DUBLIN","","Ireland","D2","N","+353-1900-6101","+353-1542-8150","A third-party unaffiliated record keeper","BNY FINANCIAL SERVICES PLC MAINTAIN THE MASTER RECORDS FOR THE FUND (ANGLESEA FUNDING PLC)"
1036512,"NORTHCROSS CAPITAL LLP","36 WHITEFRIARS STREET","","LONDON","","United Kingdom","EC4Y 8BQ","N","+44-2075832529","+44-2073539005","One of your branch offices or affiliates","THE BOOKS AND RECORDS OF NORTHCROSS CAPITAL MANAGEMENT AND NORTHCROSS CAPITAL LLP ARE ALSO KEPT AT THIS ADDRESS."
1034066,"WILEY REIN LLP, C/O ROBERT BENTON & JILL FRANZEN","1776 K STREET NW","","WASHINGTON","DC","United States","20006","N","202.719.7142","202.719.7049","A third-party unaffiliated record keeper","INVESTOR RECORDS, FINANCIAL RECORDS."
1028221,"JURISTAX SERVICES LIMITED","EBENE HOUSE, HOTEL AVENUE, 33 CYBERCITY","LEVEL 3","EBENE","","Mauritius","72201","N","(230) 465-5526","(230) 468-1886","A third-party unaffiliated record keeper","SUBSCRIPTION AND ACCOUNTING DOCUMENTS AND RECORDS."
1025938,"ASSURE SERVICES","2150 S. 1300 E.","SUITE 360","SALT LAKE CITY","UT","United States","84106-4461","N","(801) 419-0677","","A third-party unaffiliated record keeper","DOCUMENTS RELATED TO MARKETX'S FUNDS."
1030765,"KAUFMAN ROSSIN FUND SERVICES, LLC","2699 S. BAYSHORE DRIVE","9 FLOOR","MIAMI","FL","United States","33133","N","305.857.6842","786.470.2342","A third-party unaffiliated record keeper","UNAUDITED FINANCIAL STATEMENTS RELATED TO THE FUND MANAGED BY THE ADVISER."
1030765,"JOEL SALOMON","80 VALLEY TERRACE","","RYE BROOK","NY","United States","10573","Y","212-702-7140","646-701-7850","Other","BOOKS AND RECORDS ASSOCIATED WITH OPERATIONS OF THE INVESTMENT ADVISER."
1034349,"BNY MELLON FUND SERVICES (IRELAND) LIMITED","RIVERSIDE TWO","SIR JOHN ROGERSON'S QUAY, GRAND CANAL DOCK","DUBLIN 2","","Ireland","","N","353 1 790 3555","","A third-party unaffiliated record keeper","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM"
1034349,"CITCO FUND SERVICES (IRELAND) LIMITED","BLOCK 6, CUSTOM HOUSE PLAZA, IFSC","","DUBLIN 1","","Ireland","","N","353(1)637 7300","","A third-party unaffiliated record keeper","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM"
1034349,"DB FUND SERVICES LLC","1761 EAST ST. ANDREWS PLACE","","SANTA ANA","CA","United States","92705","N","7142476335","","One of your branch offices or affiliates","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM."
1034349,"STATE STREET FUND SERVICES (IRELAND) LIMITED,","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN 2","","Ireland","","N","+353 1 776 800","","A third-party unaffiliated record keeper","FINANCIAL ACCOUNTING RECORDS AND DATA, AND OTHER INFORMATION ANCILLARY TO ITS ROLE AS FUND ADMINISTRATOR TO CERTAIN FUNDS MANAGED BY THE FIRM."
1034349,"JT DATA CENTRE","LA GRANDE ROUTE DE ST MARTIN","","ST SAVIOUR, CHANNEL ISLANDS","","Jersey","","N","+44 1534 882 3","","Other","DATA BACK-UP AND ARCHIVING."
1034802,"HEDGESERV","1251 AVENUE OF THE AMERICAS","21ST FLOOR","NEW YORK","NY","United States","10020","N","212 920 3520","","A third-party unaffiliated record keeper","HEDGESERV SERVES AS THE FUND ADMINISTRATOR FOR THE FIRM."
1034802,"HEDGESERV (CAYMAN) LTD","P.O BOX 261","WILLOW HOUSE CRICKET SQUARE","GRAND CAYMAN","","Cayman Islands","KYI-1104","N","345 769 8120","","A third-party unaffiliated record keeper","HEDGESERV SERVES AS THE FUND ADMINISTRATOR FOR THE FIRM."
1034802,"HEDGESERV LIMITED","75 ST STEPHENS GREEN","2ND FLOOR","DUBLIN","","Ireland","2","N","+3531234 1000","","A third-party unaffiliated record keeper","HEDGESERV SERVES AS THE FUND ADMINISTRATOR FOR THE FIRM."
1033747,"BLUE RIVER PARTNERS, LLC","2777 N. STEMMONS FREEWAY","SUITE 1425","DALLAS","TX","United States","75207","N","214-716-4335","214-509-6080","A third-party unaffiliated record keeper","FINANCIAL STATEMENTS AND SIMILAR FINANCIAL DOCUMENTS."
1028924,"KALFF REALTY, LP","180 N MICHIGAN AVENUE","SUITE 300","CHICAGO","IL","United States","60601","N","312-360-1234","312-360-0606","Other","ALL BOOKS AND RECORDS PERTAINING TO THE PARTNERSHIPS ARE MAINTAINED WITH THE OTHER INVESTMENT ADVISER MANAGING THE PARTNERSHIPS."
1034941,"VENTURE BACK OFFICE","790 SE CARY PKWY #204","","CARY","NC","United States","27511","N","(919) 459-4650","(919) 459-4670","A third-party unaffiliated record keeper","IN ITS CAPACITY AS THIRD-PARTY ADMINISTRATOR FOR ADVISORY CLIENTS OF KVP CAPITAL ADVISORS, VENTURE BACK OFFICE MAINTAINS CERTAIN BOOKS AND RECORDS."
1028103,"LPR CONSULTING LLP","52 DEBDEN ROAD","SAFFRON WALDEN","ESSEX","","United Kingdom","CB11 4AB","Y","+44 1799510715","","A third-party unaffiliated record keeper","ACCOUNTING RECORDS INCLUDING CASH BOOKS AND NOMINAL LEDGER"
1028103,"SEI INVESTMENTS - GLOBAL FUND SERVICES LTD","STYNE HOUSE","UPPER HATCH STREET","DUBLIN","","Ireland","2","N","+35316382400","+35314774768","A third-party unaffiliated record keeper","ACCOUNTING RECORDS, REGISTER OF PARTNERSHIP INTERESTS AND SHARE REGISTERS OF FUNDS ADVISED BY LNG CAPITAL LLP"
1034138,"TRITON BERATUNGSGESELLSCHAFT GMBH","SCHILLERSTRASSE 20","","60313 FRANKFURT","","Germany","","N","+4969921020","+496992102100","One of your branch offices or affiliates","BOOKS AND RECORDS RELATED TO GERMAN ACTIVITIES"
1034138,"TRITON ADVISERS SARL","2C, RUE ALBERT BORSCHETTE","BUILDING K2-D1","LUXEMBOURG-1246","","Luxembourg","","N","+352 26 7530","+352 26 753100","One of your branch offices or affiliates","BOOKS AND RECORDS RELATED TO LUXEMBOURG OPERATIONS INCLUDING THE VARIOUS HOLDING STRUCTURES BETWEEN THE JERSEY FUNDS AND PORTFOLIO COMPANIES"
1034138,"TRITON ADMINISTRATION (JERSEY) LIMITED","23-27 SEATON PLACE","CHARTER PLACE, 1ST FLOOR","ST HELIER","","Jersey","JE2 3QL","N","+441534709400","+441534709450","One of your branch offices or affiliates","MAIN TRITON OWNER OF BOOKS AND RECORDS GENERALLY.  BOOKS AND RECORDS RELATE TO JERSEY/GUERNSEY ACTIVITIES INCLUDING IN RESPECT OF ALL THE FUNDS, REGULATORY RECORDS, TRUSTS, HOLDING COMPANIES, ETC"
1034138,"TRITON INVESTMENTS ADVISERS LLP","9 SOUTH STREET, 3RD FLOOR","","LONDON","","United Kingdom","W1K2XA","N","+442072976150","+442072976189","One of your branch offices or affiliates","VARIOUS BOOKS AND RECORDS RELATED TO UK AND OTHER ACTIVITIES"
1034138,"TRITON ADVISERS (SHANGHAI) CO. LIMITED","W18, 22/F, TOWER 3, JING AN KERRY CENTER","1228 YAN AN ZHONG ROAD","SHANGHAI","","China","200040","N","+86 2160627278","+86 2160627275","One of your branch offices or affiliates","VARIOUS BOOKS AND RECORDS RELATED TO ACTIVITIES IN ASIAN COUNTRIES"
1032452,"CAROLYN SEID","2252 ENCINAL AVENUE","","ALAMEDA","CA","United States","94501","Y","510-769-6498","510-769-1926","A third-party unaffiliated record keeper","BOOKKEEPING RECORDS."
1032452,"HOLLY HALE","199 NEW MONTGOMERY ST.","SUITE 202","SAN FRANCISCO","CA","United States","94105","N","415-775-8877","","A third-party unaffiliated record keeper","PORTFOLIO ACCOUNTING, BROKERAGE STATEMENTS, TRADE BLOTTERS."
1032452,"TDA COMPLIANCE","2700 NE ANDRESEN ROAD","SUITE D25","VANCOUVER","WA","United States","98661","N","(360) 737-4145","(360) 334-5858","A third-party unaffiliated record keeper","SUBSCRIPTION DOCUMENTS FOR POOLED INVESTMENT VEHICLES, CORRESPONDENCE WITH PARTNERS, AND REGISTRATION DOCUMENTS."
1036777,"ABERDEEN ASSET MANAGEMENT PLC","10 QUEENS TERRACE","","ABERDEEN","","United Kingdom","AB10 1YG","N","441224631999","","One of your branch offices or affiliates","PARENT COMPANY AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1036777,"ABERDEEN ASSET MANAGEMENT PLC","BOW BELLS HOUSE","1 BREAD STREET","LONDON","","United Kingdom","EC4M 9HH","N","442074636000","","One of your branch offices or affiliates","PARENT COMPANY AND MAY MAINTAIN SOME BOOKS AND RECORDS FOR THE REGISTRANT"
1036777,"IRON MOUNTAIN","2500 HENDERSON DRIVE","","SHARON HILL","PA","United States","19079","N","215-633-0525","","A third-party unaffiliated record keeper","PRIMARY ARCHIVING SERVICE FOR THE REGISTRANT"
1036777,"STATE STREET BANK AND TRUST COMPANY","2 AVENUE DE LAFAYETTE","","BOSTON","MA","United States","02111","N","617-664-9566","","Other","PRIVATE FUNDS"
1036777,"RECALL LIMITED","20 WINSLOW STREET, HUNG HOM","","HONG KONG","","Hong kong","","N","25112829","25114333","A third-party unaffiliated record keeper","CLIENTS CDD DOCUMENTS"
1036777,"RBC INVESTOR SERVICES HONG KONG LIMITED","51F, CENTRAL PLAZA, 18 HARBOUR ROAD, WANCHAI, HONG","","HONG KONG","","Hong kong","","N","852-28681309","","Other","THIS IS A THIRD - PARTY ADMINISTRATOR WHICH KEEPS ALLL INVESTORS DOCUMENTS EXCEPT THE CLIENT AGREEMENTS."
1036777,"CONSEC SERVICES LIMITED","ROOM 409, 4/F NAN FUNG TOWER","88 CONNAUGHT ROAD CENTRAL","HONG KONG","","Hong kong","","N","852 2738 1411","852 2730 4379","Other","THE MINUTE BOOKS OF AIFML ARE KEPT AT THE ABOVE ADDRESS"
1026219,"STATE STREET (CAYMAN) TRUST COMPANY LIMITED","45 MARKET STREET, SUITE #3307","GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","+345 949 6644","+345 949 6773","A third-party unaffiliated record keeper","RELEVANT DOCUMENTATION IN RESPECT OF OP MASTER FUND LTD. AND OLD PEAK ASIA FUND LTD."
1026219,"STATE STREET FUND SERVICES (SINGAPORE) PTE. LIMITED","168 ROBINSON ROAD","#33-01 CAPITAL TOWER","00000","","Singapore","068912","N","+65 6826 7480","+65 6826 7493","A third-party unaffiliated record keeper","RELEVANT DOCUMENTATION IN RESPECT OF OP MASTER FUND LTD. AND OLD PEAK ASIA FUND LTD."
1036325,"IRON MOUNTAN CANADA CORPORATION","P.O. BOX 3527 STATION A","","TORONTO","","Canada","M5W 3G4","N","1-877-459-8326","","A third-party unaffiliated record keeper","RECORDS GREATER THAN 2-3 YEARS OLD SINCE INCEPTION OF COMPANY"
1032702,"NORTHERN TRUST INTERNATIONAL LTD","GEORGES COURT, 54-62 TOWNSEND STREET","","DUBLIN 2","","Ireland","","N","02079822000","","Other","THIS FIRM ACTS AS THE ADMINISTRATOR TO THE PRIVATE FUND"
1034903,"STONE COAST FUND SERVICES LLC","TWO PORTLAND SQUARE","","PORTLAND","ME","United States","04101","N","207.699.2680","207.699.2681","A third-party unaffiliated record keeper","AS FUND ADMINISTRATOR, STONE COAST FUND SERVICES MAINTAINS CERTAIN BOOKS AND RECORDS RELATING TO CLIENT FUNDS INCLUDING DOCUMENTS PERTAINING TO MIDDLE OFFICE AND ACCOUNTING SUPPORT; PORTFOLIO RECONCILIATION AND NET ASSET VALUE CALCULATION, FUND INVESTOR REGISTERS AND INVESTOR SUBSCRIPTION DOCUMENTATION, INCLUDING DOCUMENTATION RELATING TO AML COMPLIANCE VERIFICATIONS."
1034903,"MICROSOFT CORPORATION","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","212.336.0755","","A third-party unaffiliated record keeper","ELECTRONIC STORAGE FOR DATA"
1034903,"GLOBAL RELAY","220 CAMBIE STREET","2ND FLOOR","VANCOUVER","","Canada","BC V6B 2M9","N","905.281.1907","","A third-party unaffiliated record keeper","ELECTRONIC COMMUNICATION ARCHIVE"
1037929,"BNY MELLON FUND SERVICES (IRELAND) DESIGNATED ACTIVITY COMPANY","GUILD HOUSE","GUILD STREET, IFSC","DUBLIN","","Ireland","1","N","+353 1 9003500","+353 1 7903510","Other","ADMINISTRATOR, REGISTAR AND TRANSFER AGENT OF THE FUND; MAINTAINS, FOR EXAMPLE, RECORDS RELATING TO INVESTOR SUBSCRIPTIONS AND REDEMPTIONS, TRADING STATEMENTS AND MATERIALS IN SUPPORT OF NAV."
1036508,"NORTHERN TRUST","TRAFALGAR COURT","LES BANQUES","ST. PETER PORT","","Guernsey","GY1 3QL","N","+441481745782","+441481745074","A third-party unaffiliated record keeper","BOOKKEEPING AND ANNUAL REPORTS OF FUNDS ADVISED BY THE ADVISOR; INVESTOR RELATED RECORDS (E.G. SUBSCRITPTION AGREEMENTS)"
1037974,"STATE STREET CAYMAN TRUST COMPANY, LTD.","PO BOX 31113, 45 MARKET STREET","SUITE 3206A, GARDENIA COURT","GRAND CAYMAN","","Cayman Islands","","N","345-949-6644","","A third-party unaffiliated record keeper","ORGANIZATIONAL, VALUATION, AND SUBSCRIPTION DOCUMENTS AND RECORDS  REQUIRED PURSUANT TO RULE 204-2 OF THE INVESTMENT ADVISER ACT OF 1940, AS AMENDED."
1037974,"STATE STREET FUND SERVICES (IRELAND) LIMITED","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN","","Ireland","2","N","+35317765000","+35317765144","A third-party unaffiliated record keeper","ORGANIZATIONAL, VALUATION, AND SUBSCRIPTION DOCUMENTS AND RECORDS REQUIRED PURSUANT TO RULE 204-2 OF THE INVESTMENT ADVISER ACT OF 1940, AS AMENDED."
1024264,"MACQUARIE BANK INVESTMENT LIMITED","28 ROPEMAKER STREET","","LONDON","","United Kingdom","EC2Y 9HDEC2","N","+ 44 20 3037 2","","One of your branch offices or affiliates","ANNUAL ACCOUNTS; BOOKKEEPING DOCUMENTS ETC."
1028594,"GLOBEOP FINANCIAL SERVICES LLC","ONE SOUTH ROAD","","HARRISON","NY","United States","10528","N","914 670 3740","","A third-party unaffiliated record keeper","TRADING ACTIVITY FOR FUNDS MANAGED"
1028907,"GLOBEOP FINANCIAL SERVICES LLC","ONE SOUTH ROAD","","HARRISON","NY","United States","10528","N","19146703600","","A third-party unaffiliated record keeper","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISER ACT OF 1940."
1028907,"SG HAMBROS FUND MANAGERS (JERSEY) LIMITED","18 ESPLANADE","","ST HELIER","","Jersey","JE4 8RT","N","44 1534 815555","","One of your branch offices or affiliates","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1028907,"SOCIETE GENERALE S.A.","17 COURS VALMY, TOURS SOCIETE GENERALE","","PARIS LA DEFENSE","","France","92987","N","33 1 42149000","","One of your branch offices or affiliates","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1028907,"INTERNATIONAL FUNDS SERVICES (IRELAND) LIMITED","BISHOP SQUARE REDMOND'S HILL","","DUBLIN","","Ireland","","N","01135317075013","","A third-party unaffiliated record keeper","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1028907,"SG HAMBROS TRUST COMPANY (CHANNEL ISLANDS) LIMITED","18 ESPLANADE","","ST HELIER","","Jersey","JE4 8RT","N","44 1534 815555","","One of your branch offices or affiliates","BOOKS AND RECORDS REQUIRED TO BE MAINTAINED UNDER THE INVESTMENT ADVISERS ACT OF 1940."
1012077,"INTERNATIONAL FUND SERVICES (IRELAND) LIMITED","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN","","Ireland","2","N","+35317767937","+35317767691","A third-party unaffiliated record keeper","INTERNATIONAL FUND SERVICES (IRELAND) LIMITED SERVES AS A THIRD PARTY ADMINISTRATOR TO THE PRIVATE FUNDS MANAGED BY THE ADVISOR AND IN THAT CAPACITY MAINTAINS CERTAIN BOOKS AND RECORDS OF THE ADVISOR"
1036337,"DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","LEVEL 16","PORTOMASO BUSINESS TOWER","ST. JULIAN'S","","Malta","STJ 4011","N","+356 2248 1900","","One of your branch offices or affiliates","ALL RECORDS OF THE APPLICANT, AS REQUIRED PER SEC RULES AND REGULATIONS AND THE ADVISERS ACT."
1032903,"KAUFMAN & CANOLES, P.C.","150 WEST MAIN ST.","SUITE 2100","NORFOLK","VA","United States","23451-1681","N","7576243000","7576243169","A third-party unaffiliated record keeper","OPERATING AGREEMENTS, SUBSCRIPTION PAPERWORK"
1030837,"KAUFMAN & CANOLES, P.C.","150 WEST MAIN ST.","SUITE 2100","NORFOLK","VA","United States","23451-1681","N","7576243000","7576243169","A third-party unaffiliated record keeper","OPERATING AGREEMENTS, SUBSCRIPTION PAPERWORK"
1038170,"IRON MOUNTAIN","PO BOX 601002","","PASADENA","CA","United States","91189-1002","N","8009343453","","A third-party unaffiliated record keeper","RECORDS CREATED MORE THAN 3 YEARS AGO."
1035050,"CONSTELLATION ADVISERS, LLC","1212 AVENUE OF THE AMERICAS","9TH FLOOR","NEW YORK","NY","United States","10036","N","212-300-6250","","A third-party unaffiliated record keeper","MANAGEMENT OF COMPANY AND GP ENTITY RECORDS AS WELL AS TRADING RECORDS FOR THE FUND"
1035050,"COWEN PRIME SERVICES","599 LEXINGTON AVENUE","21ST FLOOR","NEW YORK","NY","United States","10022","N","212-419-3963","","A third-party unaffiliated record keeper","TRADING POSITIONS FOR THE FUND"
1035050,"SEI GLOBAL SERVICES, INC.","ONE FREEDOM DRIVE","","OAKS","PA","United States","19456","N","610-676-1353","484-676-1353","A third-party unaffiliated record keeper","FINANCIAL BOOKS AND RECORDS FOR THE PRIVATE FUND"
1019876,"CUSTOM HOUSE FUND SERVICES (USA) LLC","1 N. FRANKLIN ST.","SUITE 600","CHICAGO","IL","United States","60606","N","(312) 280-0330","","A third-party unaffiliated record keeper","TRISHIELD CAPITAL MANAGEMENT LLC STORES THE FOLLOWING AT CUSTOM HOUSE FUND SERVICES (USA) LLC: ACCOUNTING RECORDS AND OTHER OPERATIONAL DOCUMENTATION RELATED TO POOLED INVESTMENT VEHICLES."
1032329,"TRIDENT FUND SERVICES, INC.","3060 PEACHTREE ROAD, NW","SUITE 1415","ATLANTA","GA","United States","30305-2242","N","404-364-2019","404-364-2013","Other","FUND ADMINISTRATOR"
1032329,"WARREN AVERETT LLC","6 CONCOURSE PARKWAY","SUITE 600","ATLANTA","GA","United States","30328","N","770-396-1100","","Other","FUND ACCOUNTANT"
1026042,"INTERNATIONAL FINANCIAL DATA SERVICES","IFDS HOUSE","ST NICHOLAS LANE","BASILDON","","United Kingdom","SS15 5FS","N","+44 (0) 870 88","","A third-party unaffiliated record keeper","REGISTRAR OF LIONTRUST UNIT TRUSTS HOLDING REGISTER OF HOLDERS AND SUB-REGISTER."
1026042,"STATE STREET BANK AND TRUST COMPANY","20 CHURCHILL PLACE","","LONDON","","United Kingdom","E14 5HJ","N","+44 20 3395 70","","A third-party unaffiliated record keeper","FINANCIAL PERFORMANCE INFORMATION FOR THE LIONTRUST UNIT TRUSTS"
1026042,"ARM PLC","53-57 SOUTHAMPTON WAY","","LONDON","","United Kingdom","SE5 7SW","N","+442077017018","","Other","ARCHIVED RECORDS AND BOOKS FOR PERIOD 1994 TO 2011"
1026042,"NORTHERN TRUST INTERNATIONAL FUND ADMINISTRATION SERVICES (IRELAND) LIMITED","GEORGE'S COURT","54-62 TOWNSEND STREET","DUBLIN 1","","Ireland","","N","+3531542200","","A third-party unaffiliated record keeper","ADMINISTRATOR OF LIONTRUST SORBUS FUND, LIONTRUST DIVERSITY FUND AND LIONTRUST UMBRELLA FUND PLC - REGISTER AND FINANCIAL PERFORMANCE INFORMATION"
1027568,"CDH INVESTMENTS MANAGEMENT (HONG KONG) LIMITED","1503 LEVEL 15, 1 AUSTIN ROAD WEST","INTERNATIONAL COMMERCE CENTRE","HONG KONG","","China","","N","852 35188000","852 28107083","One of your branch offices or affiliates","ACCOUNTING BOOKS AND RECORDS"
1027568,"ABOGADO PTE LTD","8 MARINA BOULEVARD #05-02","MARINA BAY FINANCIAL CENTRE","SINGAPORE","","Singapore","018981","N","65 64342602","65 63375100","Other","CORPORATE BOOKS AND RECORDS ARE KEPT IN THE COMPANY SECRETARY'S OFFICE"
1028117,"U.S. BANCORP FUND SERVICES, LLC","433 HACKENSACK AVENUE","","HACKENSACK","NJ","United States","07601","N","800­-300­-3863","","Other","FUND ADMINISTRATOR"
1028887,"RBC INVESTOR SERVICES TRUST SINGAPORE LIMITED","77 ROBINSON ROAD #18-00","","SINGAPORE","","Singapore","068896","N","65 6230 1932","65 6532 0215","A third-party unaffiliated record keeper","FUND'S BOOKS AND RECORDS"
1028887,"MAPLES AND CALDER","PO BOX 309, UGLAND HOUSE, SOUTH CHURCH STREET","","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","1 345 949 8066","1 345 949 8080","A third-party unaffiliated record keeper","FUND'S BOOK AND RECORDS"
1028887,"PAUL HOOI & CO","190 MIDDLE ROAD, #14-01","","SINGAPORE","","Singapore","188979","N","65 6338 8844","65 6338 1065","A third-party unaffiliated record keeper","MANAGER'S ACCOUNTING RECORDS"
1028887,"SAMAS MANAGEMENT CONSULTANTS PTE LTD","25 INTERNATIONAL BUSINESS PARK","GERMAN CENTRE #04-22/26","SINGAPORE","","Singapore","609916","N","65 6222 7777","65 6222 0022","A third-party unaffiliated record keeper","MANAGER'S RECORDS HELD BY CORPORATE SECRETARY"
1035083,"AZTEC GROUP","PO BOX 656, EAST WING","TRAFALGAR COURT, LES BANQUES","ST PETER PORT","","Guernsey","GY1 3PP","N","44 1481 749700","44 1481 749749","A third-party unaffiliated record keeper","INVESTOR RECORDS, FINANCIAL RECORDS"
1028844,"IRON MOUNTAIN DO BRASIL LTDA","AV. GONCALO MADEIRA 401","","SAO PAULO","","Brazil","05348-000","N","551137670888","","A third-party unaffiliated record keeper","ARCHIVED DOCUMENTS"
1028844,"IRON MOUNTAIN DO BRASIL LTDA","AVENIDA PREFEITO JOAO VILLALOBO QUERO","1574 AND 1200 BARUERI","SAO PAULO","","Brazil","06420-160","N","551146196138","","A third-party unaffiliated record keeper","ARCHIVED DOCUMENTS"
1028844,"IRON MOUNTAIN DO BRASIL LTDA.","ROD. PRESIDENTE CASTELO BRANCO","11200 BARUERI","SAO PAULO","","Brazil","06421-400","N","551137670888","","A third-party unaffiliated record keeper","ARCHIVED DOCUMENTS"
1030091,"MATSCO SOLUTIONS GROUP","SUITE 26, 2 STATION COURT","IMPERIAL WHARF","LONDON","","United Kingdom","2W6 2PY","N","+4402078214950","+4402079002496","A third-party unaffiliated record keeper","TECHNOLOGY SERVICE PROVIDER WHICH PROVIDES BACK-UP COPIES OF VARIOUS BOOKS AND RECORDS RELATED TO ADVISORY SERVICES PROVIDED TO CLIENTS."
1030091,"INTERNATIONAL FUND SERVICES (IRELAND) LTD.","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN","","Ireland","2","N","+353 1776-8000","+353 1776-8431","Other","BOOKS AND RECORDS ASSOCIATED WITH THE ADMINISTRATION OF PRIVATE FUNDS."
1031125,"CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","89 NEXUS, 2ND FLOOR","CAMANA BAY","GRAND CAYMAN","","Cayman Islands","2000","N","1-345-949-3977","1-345-949-3877","A third-party unaffiliated record keeper","FUND ACCOUNTS AND TRANSACTIONS"
1037951,"STATE STREET (CAYMAN) TRUST COMPANY LIMITED","45 MARKET STREET, SUITE #3307","GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","+345 949 6644","+345 949 6773","A third-party unaffiliated record keeper","RELEVANT DOCUMENTATION IN RESPECT OF OP MASTER FUND LTD. AND OLD PEAK ASIA FUND LTD."
1037951,"STATE STREET FUND SERVICES (SINGAPORE) PTE. LIMITED","168 ROBINSON ROAD","#33-01 CAPITAL TOWER","00000","","Singapore","068912","N","+65 6826 7480","+65 6826 7493","A third-party unaffiliated record keeper","RELEVANT DOCUMENTATION IN RESPECT OF OP MASTER FUND LTD. AND OLD PEAK ASIA FUND LTD."
