"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
"991361","FOX ACCOUNTANCY CORPORATION","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1002153","FAS CORP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"979111","THE DREYFUS CORPORATION","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"994147","YOUR FINANCIAL COACHES","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","EDUCATIONAL SEMINARS"
"982373","TOMCO INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"980614","UNITED PLANNERS FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1002340","PLANNERS  FINANCIAL SERVICES, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"979196","NORTH SHORE PRIVATE TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"985950","NEIL SACKS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"982749","PACIFIC PARK FINANCIAL & INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996072","ARETE WEALTH MANAGEMENT, LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"996072","ARETE INSURANCE AGENCY, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996072","ARETE CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CONSULTING AND INVESTOR RELATIONS"
"995855","SANTANDER INVESTMENT SERVICES","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"987181","ADVISORY GROUP EQUITY SERVICES LTD","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"987181","ESTATE INSURANCE SERVICES LTD","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991069","TORCHLIGHT LOAN SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","RATED SPECIAL SERVICER"
"998680","HENSSLER FINANCIAL TAX AND ACCOUNTING DIVISION","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"990011","WESBANCO TRUST AND INVESTMENT SERVICES","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",""
"998206","RELIANCE INSURANCE AGENCY, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004235","CATAMETRICS CAPITAL","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"997923","PROTECTIVE SECURITIES","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N",""
"997923","PROEQUITIES DISTRIBUTORS, INC.","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1002627","FORTUNA ADVISORS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MANAGEMENT CONSULTING"
"1002627","ACTUATE CAPITAL LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MANAGEMENT CONSULTING"
"1005926","SOVEREIGN LEGACY SECURITIES, INC.","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1005926","SOVEREIGN WEALTH MANAGEMENT GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996594","EDELMAN INSURANCE SERVICES LLC (A D/B/A IN CALIFORNIA ONLY)","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"981047","ARETE WEALTH MANAGEMENT, LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"981047","ARETE INSURANCE AGENCY, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"981047","ARETE CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CONSULTING AND INVESTOR RELATIONS"
"1002148","WINSLOW, EVANS & CROCKER INSURANCE AGENCY, INC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"985575","CITY NATIONAL SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"985575","CITY NATIONAL BANK","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",""
"1002928","MARK MULHOLLAND, PRESIDENT OF IA IS A REGISTERED REP OF A BROKER DEALER","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"989521","RATHBONE GREENBANK INVESTMENTS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT ADVISER"
"1002302","QUATRAIN","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DYNAMIC ALLOCATION AND RISK MANAGEMENT PLATFORM"
"1001449","ETF MANAGERS CAPITAL, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"995977","SHEPTOFF REUBER & COMPANY PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"983839","LEIA PARTNERS, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1004214","ADH WEALTH MANAGEMENT","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1007036","CANTER COMPANIES","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"1007337","IBILLIONAIRE INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","AFFILIATE COMPANY PROVIDES INDEX FOR ETF MANAGED BY DIREXION."
"994342","HAZLETT, BURT & WATSON, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"993361","NONE","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"989003","FOUNDERS FINANCIAL INSURANCE NETWORK","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"989003","BISHOP ASSOCIATES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","WISE SOLUTIONS MANAGEMENT","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","CHREST CPA TAX AND FINANCIAL PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","RAGER, LEHMAN, & HOUCK PC, CPAS & BUSINESS ADVISORS","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","ESTABROOK AND COMPANY, PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","STEVEN KATZ, CPA LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","CINDY EVERLY, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","COX HOLLIDA & PROFESSIONALS PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","ROY, NOYE & ASSOCIATES CPA PC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","REA & SHOEMAKER, P.C.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","ALLENDER CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"989003","FOUNDERS FINANCIAL INS. AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"986380","PORTFOLIO RESOURCES GROUP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"996934","U.S. BANCORP INSURANCE AND INVESTMENTS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996934","U.S. BANCORP INSURANCE SERVICES OF MONTANA, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996934","U.S. BANCORP INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998632","FIELDSTONE REALTY PARTNERS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
"998632","FIELDSTONE ASSOCIATES II LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
"998632","FIELDSTONE ASSOCIATES II LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
"1002421","JOHN A. BYSKO CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"988363","HANCOCK INVESTMENT SERVICES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"996339","FORTIS FAMILY OFFICE, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"996339","FORTIS SOLUTIONS, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996339","FORTIS PARTNERS, LP","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","HOLDING COMPANY"
"996339","FORTIS CAPITAL PARTNERS, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CREDIT ADVISORY SERVICES"
"996339","FORTIS SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MANGEMENT AND EMPLOYEE SERVICES"
"997253","DOVER CONSULTING GROUP","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FIDUCIARY RETIREMENT PLAN CONSULTING"
"963627","TMD & ASSOCIATES, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"997906","MINSHALL & COMPANY, INC.","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997890","CRADOCK FINANCIAL MANAGEMENT, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"997188","ROCKWAY WEALTH PARTNERS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997188","FIVE TALENTS FINANCIAL MANAGEMETN GROUP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997188","DESLA WEALTH MANAGEMENT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"995129","NATIONAL PLANNING CORPORATION (""NPC OF AMERICA"" IN FL AND NY)","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003087","KLOPFENSTEIN FINANCIAL GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005785","KINGSVIEW, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FUTURES INTRODUCING BROKER"
"991928","CASCADE WEALTH GROUP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003635","MONEY CONCEPTS CAPITAL CORP.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003635","MONEY CONCEPTS INTERNATIONAL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"987675","TRIAD ADVISORS, INC.","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"982992","MYRYAN AGENCY, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1001473","NEPSIS RETIREMENT SERVICES, INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","QUALIFIED RETIREMENT ACCOUNT ADMINISTRATION"
"1001554","FOLGER NOLAN FLEMING DOUGLAS INCORPORATED","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"990187","PERRYMAN FINANCIAL ADVISORY INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"997166","CALLAN CAPITAL LLC., D/B/A CALLAN CAPITAL INSURANCE SERVICES, LLC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003067","NO COMMISSION ANNUITY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"974196","WEALTHCONDUCTOR","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","RETIREMENT INCOME PLANNING TOOL"
"993941","IPS ADVISORS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003367","CROSS BORDER TAX & ACCOUNTING LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1003367","NATIONAL ADVISORS TRUST COMPANY, FSB","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"1003992","PACER FINANCIAL, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1002687","ANFIELD ADVISORS, LLC DBA ANFIELD INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003365","MODERN WOODMEN GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1001688","ARBOR COURT CAPITAL, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1002372","FIRST ALLIED SECURITIES","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1002194","CASE LIFE SOLUTIONS, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1002194","CASE PEARLMAN CORPORATE BENEFITS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996167","GRADIENT ANALYTICS, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","THROUGH SABRIENT'S WHOLLY-OWNED SUBSIDIARY, GRADIENT ANALYTICS, SABRIENT PROVIDES RESEARCH REPORTS AND OTHER IMPERSONAL ANALYSIS"
"1004122","FREEMAN, WILL, NIEMEIER & HESTON, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004043","FINANCIAL & TAX STRATEGIES, INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","STATE REGISTERED INVESTMENT ADVISOR"
"1004043","MICHAEL K. HARTMANN","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004043","EVONNE RYAN","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004043","MICHAEL K. HARTMANN, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1003790","WESTPORT RESOURCES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1001496","KLOPFENSTEIN FINANCIAL GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"996811","DAVENPORT TRUST COMPANY","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"996811","DAVENPORT FINANCIAL ADVISORS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CORPORATE FINANCE"
"1001737","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991819","ROSS, SINCLAIRE AND ASSOCIATES, LLC","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N",""
"1003204","GREENFIELD MINING CAPITAL","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BILL CARA - PRESIDENT  GREENFIELD MINING CAPITAL INC, IS A PROFESSIONAL CONSULTING SERVICES FIRM INTENDED TO SERVE THE BOARDS OF"
"1003095","NATIONAL PLANNING CORPORATION (""NPC OF AMERICA"" IN FL AND NY)","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003861","LG FINANCIAL AND INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003872","PACER FINANCIAL, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998960","FINANCEWARE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL & RELATED SERVICES TECHNOLOGY PROVIDER"
"1003619","COMMUNITYAMERICA TRUST SERVICES","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"993831","HENRY R. HOERNER, III, PERSONALLY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"989916","GFA SECURITIES, LLC.","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"968012","STERNE AGEE FINANCIAL SERVICES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003885","WILMINGTON CAPITAL SECURITIES, LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"991263","GENEOS WEALTH MANAGEMENT","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1005063","CROSS BORDER TAX & ACCOUNTING LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1005063","NATIONAL ADVISORS TRUST COMPANY, FSB","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"990203","TC DEBT OPPORTUNITIES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","LOAN ORIGINATION AND SERVICING"
"994577","NILE GLOBAL FRONTIER FUND LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"963103","CEED BULGARIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED ROMANIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED KOSOVO","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED SLOVENIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED MACEDONIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED ARMENIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED MOROCCO","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED ALBANIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"963103","CEED TUNISIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
"1004128","HENSSLER FINANCIAL TAX AND ACCOUNTING DIVISION","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"1003483","TFS SECURITIES, INC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003483","TFS INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003483","TFS TAX PREP","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX"
"1003483","TFS MORTGAGE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MORTGAGES"
"988484","PYRAMID SAN JUAN ISLANDS, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"988484","EMPIRICAL INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"988484","EMPIRICAL TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"999468","CIVITAS ALTERNATIVE INVESTMENTS","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"1003918","NORMANDY REAL ESTATE PARTNERS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE DEVELOPMENT/PROPERTY MANAGEMENT"
"1005849","LPL FINANCIAL, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003821","CAPITAL MANAGEMENT SECURITIES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"990831","GEORGE PROPERTIES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE HOLDING COMPANY"
"993095","FRONTIER INVESTMENT SERVICES","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"988825","ACG ENHANCED SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"992907","AVISEN SECURITIES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"979329","B.I. FINANCIAL AND INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"979329","BI FINANCIAL SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"979329","BROKERS INTERNATIONAL FINANCIAL AND INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"997816","TRAUST SOLLUS CERTIFIED PUBLIC ACCOUTANTS, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"963600","RAYMOND JAMES FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"997534","BRIAN J. LOCKETT IS A REGISTERED REPRESENTATIVES OF INDEPENDENT FINANCIAL GROUP, LLC. AND LICENSED INSURANCE AGENT","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"995140","ROCKWAY WEALTH PARTNERS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"995140","FIVE TALENTS FINANCIAL MANAGEMETN GROUP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"995140","DESLA WEALTH MANAGEMENT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"984823","SC SPV LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","GENERAL PARTNER TO SANDERS CAPITAL ALL ASSSET VALUE FUND, L.P."
"963541","TRIAD ADVISORS, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"995954","QUASAR DISTRIBUTORS, LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1000723","STEVE LOCOCO","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"999700","UMB BANK, N.A.","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",""
"999700","UMB TRUST COMPANY OF SOUTH DAKOTA","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
"988734","INVESTMENT DESIGNERS","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"997170","QUASAR DISTRIBUTORS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"989598","G&G ACCOUNTING SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"975158","RAYMOND JAMES FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1004588","CALTON & ASSOCIATES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"985683","ANDREW J. FAMA, ATTORNEY","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
"985683","ANDREW J. FAMA, LICENSED REAL ESTATE BROKER","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
"966188","ABUNDANCE RISK MANAGEMENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998461","MODERN WOODMEN GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"998483","ROCKWAY WEALTH PARTNERS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"998483","FIVE TALENTS FINANCIAL MANAGEMETN GROUP","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"998483","DESLA WEALTH MANAGEMENT","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003899","J.W. COLE FINANCIAL, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"1003899","J.W. COLE INSURANCE SERVICES, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"997710","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"987492","EMBER L. FLACK","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"987492","EMBER L. FLACK, PLLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
"971650","RYAN FINANCIAL, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"990209","HEINTZBERGER PAYNE AND CO., LLC DBA HEINTZBERGER PAYNE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","RECORDKEEPER AND PLAN ADMINISTRATOR"
"998948","CABOT LODGE SECURITIES LLC / TIM BRADLEY AGENCY","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1001186","THE PRESTIGE ORGANIZATION, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1004994","HERMES WEALTH MANAGEMENT, LLC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003685","SEEYOND","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1003685","SEEYOND US","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1003685","MIROVA","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1003685","MIROVA US","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"983057","BEACH POINT ADVISORS LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"1005027","THE WELLSPRING GROUP LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1005027","WELLSPRING ASSOCIATES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"1003531","LONGBOW PARTNERS, LP","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"987174","NGAM SINGAPORE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DISTRIBUTION OF AFFILIATED INVESTMENT PRODUCTS AND MARKET CERTAIN GROUP'S AFFILIATES INVESTMENT CAPABILITIES"
"987990","COOKSON PEIRCE WEALTH MANAGEMENT, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"990994","CUSTODIA DE VALORES MOBILIARIOS (CVM) SA CORREDOR DE BOLSA","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"990994","UNITED MARITIME ASESOR DE INVERSIONES SRL","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FOREIGN AND REGULATED INVESTMENT ADVISER"
"993530","INDIVIDUALS IN THEIR SEPARATE CAPACITY","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
"975912","QBC, INC. DBA EKON BENEFTIS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","RECORD-KEEPER AND THIRD PARTY ADMINISTRATOR"
"1000702","LPL FINANCIAL","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
"1005517","RNP ESTATE AND INSURANCE SERVICES, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"992864","HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"992941","MODERN WOODMEN GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
"991624","NO OTHER BUSINESS NAMES.  ALL BUSINESS DONE UNDER CHARLES PRATT & COMPANY, LLC.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
"993248","NONE","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
"993276","PORTSMOUTH FINANCIAL SERVICES, INC,","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
